,Unnamed: 0.1,Unnamed: 0,user_id,slurp_id,nlub_id,sentence,intent,recording_path
204,204,31878,FE-141,2465,2723,switch the lights off,iot_hue_lightoff,audio-1490022373-headset.flac
205,205,15830,FE-141,14028,16836,where is george w bush from,qa_factoid,audio-1490019715.flac
206,206,51233,FE-141,702,731,hi can you please turn lower the lights,iot_hue_lightdim,audio-1490022054.flac
207,207,51232,FE-141,702,731,hi can you please turn lower the lights,iot_hue_lightdim,audio-1490022054-headset.flac
208,208,2416,FE-141,10550,12552,please start a new list,lists_createoradd,audio-1490020486-headset.flac
209,209,7314,FE-141,11767,14030,what events are happening in pondichery this weekend,recommendation_events,audio-1490021989.flac
210,210,7313,FE-141,11767,14030,what events are happening in pondichery this weekend,recommendation_events,audio-1490021989-headset.flac
211,211,28350,FE-141,1778,1933,please dim the lights,iot_hue_lightdim,audio-1490021134-headset.flac
212,212,28351,FE-141,1778,1933,please dim the lights,iot_hue_lightdim,audio-1490021134.flac
213,213,2417,FE-141,10550,12552,please start a new list,lists_createoradd,audio-1490020486.flac
214,214,28380,FE-141,1779,1936,is it cold weather there,weather_query,audio-1490019920-headset.flac
215,215,28381,FE-141,1779,1936,is it cold weather there,weather_query,audio-1490019920.flac
216,216,28271,FE-141,1764,1918,please give me update of cricket,news_query,audio-1490022268.flac
217,217,7187,FE-141,11725,13990,when does olive garden close today,recommendation_locations,audio-1490022206.flac
218,218,37415,FE-141,367,341,what's going on in the news,news_query,audio-1490021999-headset.flac
219,219,28467,FE-141,1795,1954,what is the date today,datetime_query,audio-1490020552-headset.flac
220,220,28468,FE-141,1795,1954,what is the date today,datetime_query,audio-1490020552.flac
221,221,7131,FE-141,1171,1240,play my playlist,play_music,audio-1490019963.flac
222,222,7130,FE-141,1171,1240,play my playlist,play_music,audio-1490019963-headset.flac
223,223,37416,FE-141,367,341,what's going on in the news,news_query,audio-1490021999.flac
224,224,28516,FE-141,1796,1955,date today,datetime_query,audio-1490021874-headset.flac
225,225,7126,FE-141,11709,13971,best restaurant in local area,recommendation_locations,audio-1490020693.flac
226,226,7125,FE-141,11709,13971,best restaurant in local area,recommendation_locations,audio-1490020693-headset.flac
227,227,28517,FE-141,1796,1955,date today,datetime_query,audio-1490021874.flac
228,228,7186,FE-141,11725,13990,when does olive garden close today,recommendation_locations,audio-1490022206-headset.flac
229,229,15829,FE-141,14028,16836,where is george w bush from,qa_factoid,audio-1490019715-headset.flac
230,230,7422,FE-141,1180,1252,find today's wapo articles about trump,news_query,audio-1490021910-headset.flac
231,231,28270,FE-141,1764,1918,please give me update of cricket,news_query,audio-1490022268-headset.flac
232,232,7565,FE-141,11847,14110,fun things to do today,recommendation_events,audio-1490019986.flac
233,233,7564,FE-141,11847,14110,fun things to do today,recommendation_events,audio-1490019986-headset.flac
234,234,20763,FE-141,15380,18628,post picture to facebook,social_post,audio-1490019792.flac
235,235,20762,FE-141,15380,18628,post picture to facebook,social_post,audio-1490019792-headset.flac
236,236,7541,FE-141,11837,14100,show me some vegan restaurants close by,recommendation_locations,audio-1490022003.flac
237,237,7540,FE-141,11837,14100,show me some vegan restaurants close by,recommendation_locations,audio-1490022003-headset.flac
238,238,7527,FE-141,11832,14095,where is a nearby park where i can go running,recommendation_locations,audio-1490019273.flac
239,239,7526,FE-141,11832,14095,where is a nearby park where i can go running,recommendation_locations,audio-1490019273-headset.flac
240,240,41211,FE-141,4548,5091,start the dog walking playlist,play_music,audio-1490019416.flac
241,241,41209,FE-141,4547,5091,start the dog walking playlist,play_music,audio-1490019416-headset.flac
242,242,7423,FE-141,1180,1252,find today's wapo articles about trump,news_query,audio-1490021910.flac
243,243,41205,FE-141,4544,5088,order a twelve piece honey mustard wing combo with seasonimg altnon the fries and a sprite as the drink,takeaway_order,audio-1490020058.flac
244,244,41204,FE-141,4544,5088,order a twelve piece honey mustard wing combo with seasonimg altnon the fries and a sprite as the drink,takeaway_order,audio-1490020058-headset.flac
245,245,57764,FE-141,864,905,robot vacuum the living room now,iot_cleaning,audio-1490021885.flac
246,246,34256,FE-141,2990,3300,new news tech,news_query,audio-1490021491.flac
247,247,34255,FE-141,2990,3300,new news tech,news_query,audio-1490021491-headset.flac
248,248,41179,FE-141,4537,5081,tell me the top stories on the l. a. times,news_query,audio-1490020024.flac
249,249,41178,FE-141,4537,5081,tell me the top stories on the l. a. times,news_query,audio-1490020024-headset.flac
250,250,36117,FE-141,3385,3713,at seven am tomorrow morning ring the alarm,alarm_set,audio-1490021512-headset.flac
251,251,57799,FE-141,865,906,robot do the whole house now,iot_cleaning,audio-1490020529-headset.flac
252,252,57800,FE-141,865,906,robot do the whole house now,iot_cleaning,audio-1490020529.flac
253,253,36118,FE-141,3385,3713,at seven am tomorrow morning ring the alarm,alarm_set,audio-1490021512.flac
254,254,57763,FE-141,864,905,robot vacuum the living room now,iot_cleaning,audio-1490021885-headset.flac
255,255,27671,FE-141,17068,20693,reply to the email received from jennifer,email_sendemail,audio-1490020889-headset.flac
256,256,32884,FE-141,27,19,it's dirty here make some noise,iot_cleaning,audio-1490021578-headset.flac
257,257,8201,FE-141,12025,14302,what is planned for today in my local area,recommendation_events,audio-1490020031-headset.flac
258,258,56234,FE-141,8243,9649,i would like to attend church every sunday at eleven am,calendar_set,audio-1490020068.flac
259,259,9432,FE-141,123,108,tell me a joke,joke,audio-1490021785.flac
260,260,9431,FE-141,123,108,tell me a joke,joke,audio-1490021785-headset.flac
261,261,49635,FE-141,6727,7885,remove chat with allan,calendar_remove,audio-1490020360-headset.flac
262,262,26457,FE-141,16728,20255,tell sean i appreciate him reaching out to me,email_sendemail,audio-1490019780-headset.flac
263,263,26458,FE-141,16728,20255,tell sean i appreciate him reaching out to me,email_sendemail,audio-1490019780.flac
264,264,51649,FE-141,7126,8342,remind me to send the presentation today at one pm,calendar_set,audio-1490022071.flac
265,265,51648,FE-141,7126,8342,remind me to send the presentation today at one pm,calendar_set,audio-1490022071-headset.flac
266,266,49636,FE-141,6727,7885,remove chat with allan,calendar_remove,audio-1490020360.flac
267,267,46691,FE-141,5923,6895,i need a high volume,audio_volume_up,audio-1490019134-headset.flac
268,268,56233,FE-141,8243,9649,i would like to attend church every sunday at eleven am,calendar_set,audio-1490020068-headset.flac
269,269,51643,FE-141,7124,8340,set the event to recur every week,calendar_set,audio-1490019668.flac
270,270,739,FE-141,10191,12104,how to make chicken tikka,cooking_recipe,audio-1490020449-headset.flac
271,271,740,FE-141,10191,12104,how to make chicken tikka,cooking_recipe,audio-1490020449.flac
272,272,9311,FE-141,12278,14600,book me a taxi,transport_taxi,audio-1490019437.flac
273,273,9310,FE-141,12278,14600,book me a taxi,transport_taxi,audio-1490019437-headset.flac
274,274,46692,FE-141,5923,6895,i need a high volume,audio_volume_up,audio-1490019134.flac
275,275,9275,FE-141,12265,14586,diverge,transport_query,audio-1490020347.flac
276,276,9274,FE-141,12265,14586,diverge,transport_query,audio-1490020347-headset.flac
277,277,21242,FE-141,15509,18800,siri open twitter tweet at flooringo do co your carpet seams are showing in less than a month,social_post,audio-1490019478.flac
278,278,21241,FE-141,15509,18800,siri open twitter tweet at flooringo do co your carpet seams are showing in less than a month,social_post,audio-1490019478-headset.flac
279,279,9049,FE-141,12203,14511,give the shortest route to the airport,transport_query,audio-1490019216.flac
280,280,51642,FE-141,7124,8340,set the event to recur every week,calendar_set,audio-1490019668-headset.flac
281,281,42646,FE-141,49,38,tell me the time in g. m. t. plus five,datetime_convert,audio-1490021755-headset.flac
282,282,42647,FE-141,49,38,tell me the time in g. m. t. plus five,datetime_convert,audio-1490021755.flac
283,283,48398,FE-141,6409,7452,economy,general_quirky,audio-1490020546.flac
284,284,36915,FE-141,3565,3926,tell me the news about the current secenorio in chennai,news_query,audio-1490022213-headset.flac
285,285,36916,FE-141,3565,3926,tell me the news about the current secenorio in chennai,news_query,audio-1490022213.flac
286,286,10247,FE-141,12497,14862,can you call a taxi,transport_taxi,audio-1490020936.flac
287,287,10246,FE-141,12497,14862,can you call a taxi,transport_taxi,audio-1490020936-headset.flac
288,288,18573,FE-141,14787,17855,what is the difference between roman and grigorean calendar,qa_factoid,audio-1490020980.flac
289,289,34732,FE-141,3086,3393,play a song,play_music,audio-1490021681.flac
290,290,15015,FE-141,13803,16532,what is the longest river in the world,qa_factoid,audio-1490020539-headset.flac
291,291,34731,FE-141,3086,3393,play a song,play_music,audio-1490021681-headset.flac
292,292,15016,FE-141,13803,16532,what is the longest river in the world,qa_factoid,audio-1490020539.flac
293,293,49584,FE-141,6721,7881,is there anything i should be reminded about,calendar_query,audio-1490021974-headset.flac
294,294,49585,FE-141,6721,7881,is there anything i should be reminded about,calendar_query,audio-1490021974.flac
295,295,21466,FE-141,15582,18885,tell company their service is bad,social_post,audio-1490020946.flac
296,296,21465,FE-141,15582,18885,tell company their service is bad,social_post,audio-1490020946-headset.flac
297,297,26045,FE-141,16620,20122,can you check for any new emails,email_query,audio-1490020666-headset.flac
298,298,26046,FE-141,16620,20122,can you check for any new emails,email_query,audio-1490020666.flac
