,Unnamed: 0,user_id,slurp_id,nlub_id,sentence,intent,recording_path
1241,10062,FE-145,12453,14814,book train best deal,transport_ticket,audio-1490183416-headset.flac
1259,10060,FE-145,12453,14814,book train best deal,transport_ticket,audio-1490182663-headset.flac
1277,38438,FE-146,3952,4400,where is an olive garden that does takeaway,takeaway_query,audio-1490195341-headset.flac
1279,38440,FE-146,3952,4400,where is an olive garden that does takeaway,takeaway_query,audio-1490196040-headset.flac
1281,48371,FE-146,6408,7451,politics,general_quirky,audio-1490193792-headset.flac
1285,3504,FE-146,10822,12870,name all lists,lists_query,audio-1490194686-headset.flac
1289,3502,FE-146,10822,12870,name all lists,lists_query,audio-1490193356-headset.flac
1292,48369,FE-146,6408,7451,politics,general_quirky,audio-1490193614-headset.flac
1460,10454,FE-146,12555,14925,how is the traffic,transport_traffic,audio-1490193869-headset.flac
1472,10452,FE-146,12555,14925,how is the traffic,transport_traffic,audio-1490193414-headset.flac
1596,10933,FE-146,12678,15079,are there any trips to location a provided by the train,transport_query,audio-1490192586-headset.flac
1613,10935,FE-146,12678,15079,are there any trips to location a provided by the train,transport_query,audio-1490193282-headset.flac
1621,41106,FE-146,453,448,what is today's date,datetime_query,audio-1490193147-headset.flac
1628,41108,FE-146,453,448,what is today's date,datetime_query,audio-1490193742-headset.flac
1728,30519,FE-146,2168,2395,turn off my alarm,alarm_remove,audio-1490195576-headset.flac
1732,53928,FE-146,7656,8954,give me my to do list for today,calendar_set,audio-1490195098-headset.flac
1734,53926,FE-146,7656,8954,give me my to do list for today,calendar_set,audio-1490194256-headset.flac
1745,30517,FE-146,2168,2395,turn off my alarm,alarm_remove,audio-1490194380-headset.flac
1753,30912,FE-146,225,201,lights off,iot_hue_lightoff,audio-1490195572-headset.flac
1771,30862,FE-146,2240,2475,weather forecast for this week,weather_query,audio-1490195827-headset.flac
1772,30860,FE-146,2240,2475,weather forecast for this week,weather_query,audio-1490193268-headset.flac
1789,30856,FE-146,224,201,lights off,iot_hue_lightoff,audio-1490195394-headset.flac
1838,44520,FE-146,5364,6137,close the light,iot_hue_lightoff,audio-1490192822-headset.flac
1862,44522,FE-146,5364,6137,close the light,iot_hue_lightoff,audio-1490194788-headset.flac
1869,4967,FE-146,11240,13403,i want you to create a list for me,lists_createoradd,audio-1490192537-headset.flac
1878,4969,FE-146,11240,13403,i want you to create a list for me,lists_createoradd,audio-1490194246-headset.flac
1884,19059,FE-146,14943,18087,tell me about price of stock for innova,qa_stock,audio-1490195687-headset.flac
1893,19057,FE-146,14943,18087,tell me about price of stock for innova,qa_stock,audio-1490194471-headset.flac
2004,51079,FE-149,6994,8183,remind me at,calendar_set,audio-1490103909-headset.flac
2012,51077,FE-149,6994,8183,remind me at,calendar_set,audio-1490103682-headset.flac
2072,61830,FE-149,97,85,is it going to rain,weather_query,audio-1490103408-headset.flac
2074,61832,FE-149,97,85,is it going to rain,weather_query,audio-1490104826-headset.flac
2166,55799,FE-149,8137,9517,three pm meeting tomorrow remind me four hours prior to that meeting,calendar_set,audio-1490104307-headset.flac
2186,45067,FE-149,551,558,who is singing this song,music_query,audio-1490104631-headset.flac
2190,45065,FE-149,551,558,who is singing this song,music_query,audio-1490104313-headset.flac
2251,62665,FE-149,982,1033,change the color of the lights in my house from white to yellow,iot_hue_lightchange,audio-1490104122-headset.flac
2303,62667,FE-149,982,1033,change the color of the lights in my house from white to yellow,iot_hue_lightchange,audio-1490104718-headset.flac
2331,55797,FE-149,8137,9517,three pm meeting tomorrow remind me four hours prior to that meeting,calendar_set,audio-1490103975-headset.flac
2676,13346,FE-235,13350,15931,what is two times two,qa_maths,audio-1497871839-headset.flac
2685,13348,FE-235,13350,15931,what is two times two,qa_maths,audio-1497871918-headset.flac
2696,63456,FE-248,9925,11774,how much time do i have to boil an egg,cooking_recipe,audio-1498564199-headset.flac
2773,53346,FE-248,7512,8783,do i have a meeting today,calendar_query,audio-1498565759-headset.flac
2813,4973,FE-248,11241,13404,tell me what's on my holiday list,lists_query,audio-1498566165-headset.flac
2815,4971,FE-248,11241,13404,tell me what's on my holiday list,lists_query,audio-1498564628-headset.flac
2822,53344,FE-248,7512,8783,do i have a meeting today,calendar_query,audio-1498563784-headset.flac
2826,45638,FE-248,5659,6542,play for me hip hop music,play_music,audio-1498565736-headset.flac
2844,31824,FE-248,2459,2717,could you tell me funny things,general_joke,audio-1498566391-headset.flac
2846,31822,FE-248,2459,2717,could you tell me funny things,general_joke,audio-1498566333-headset.flac
2851,45636,FE-248,5659,6542,play for me hip hop music,play_music,audio-1498564985-headset.flac
2882,14778,FE-248,13740,16447,whats the currency exchange rate for china,qa_currency,audio-1498565823-headset.flac
2928,14780,FE-248,13740,16447,whats the currency exchange rate for china,qa_currency,audio-1498566765-headset.flac
2995,9480,FE-248,123,108,tell me a joke,joke,audio-1498566089-headset.flac
3005,9478,FE-248,123,108,tell me a joke,joke,audio-1498564204-headset.flac
3015,39648,FE-248,4209,4692,should i take an umbrella with me tonight,weather_query,audio-1498565162-headset.flac
3019,39650,FE-248,4209,4692,should i take an umbrella with me tonight,weather_query,audio-1498566792-headset.flac
3024,63458,FE-248,9925,11774,how much time do i have to boil an egg,cooking_recipe,audio-1498565077-headset.flac
3225,3089,FE-248,10712,12746,create a new list,lists_createoradd,audio-1498563641-headset.flac
3237,3091,FE-248,10712,12746,create a new list,lists_createoradd,audio-1498564246-headset.flac
3269,22693,FE-248,158,140,lower the lights,iot_hue_lightdim,audio-1498564196-headset.flac
3277,22695,FE-248,158,140,lower the lights,iot_hue_lightdim,audio-1498566182-headset.flac
3326,21406,FE-249,15560,18858,post to facebook i'm hungry,social_post,audio-1498567843-headset.flac
3332,21408,FE-249,15560,18858,post to facebook i'm hungry,social_post,audio-1498570797-headset.flac
3368,15598,FE-249,13971,16759,describe,qa_definition,audio-1498568727-headset.flac
3408,51528,FE-249,7093,8305,clear my calendar,calendar_remove,audio-1498569930-headset.flac
3412,33016,FE-249,2712,3008,i do not like these colours in the house,iot_hue_lightchange,audio-1498569290-headset.flac
3517,23574,FE-249,16003,19385,open email,email_query,audio-1498570485-headset.flac
3582,36206,FE-249,3406,3739,what is the ten day forecast,weather_query,audio-1498570765-headset.flac
3658,49014,FE-249,6588,7678,current news,news_query,audio-1498568957-headset.flac
3668,23588,FE-249,16005,19392,send email to joeseph at gmail dot com,email_sendemail,audio-1498569735-headset.flac
3674,49013,FE-249,6588,7678,current news,news_query,audio-1498568497-headset.flac
3677,59940,FE-249,9243,10980,play the top forty station with rocket and theresa,play_radio,audio-1498569359-headset.flac
3711,12506,FE-249,13111,15638,director who direct an act,qa_definition,audio-1498567404-headset.flac
3738,27710,FE-249,1708,1851,change the speaker volume to sixty five percent,audio_volume_up,audio-1498570190-headset.flac
3769,51974,FE-249,7200,8424,clear my calendar,remove,audio-1498569057-headset.flac
3785,39025,FE-249,408,397,what alarms do i have set,alarm_query,audio-1498569071-headset.flac
3846,48196,FE-249,6350,7380,hi what's going on,general_quirky,audio-1498567578-headset.flac
3848,48197,FE-249,6350,7380,hi what's going on,general_quirky,audio-1498569531-headset.flac
3934,47588,FE-249,6165,7188,should i wear sunblock today,weather_query,audio-1498568359-headset.flac
3938,28364,FE-249,1778,1933,please dim the lights,iot_hue_lightdim,audio-1498567832-headset.flac
4000,34557,FE-249,3050,3357,change my light color to blue and please turn off the kitchen light,iot_hue_lightchange,audio-1498567807-headset.flac
4054,34559,FE-249,3050,3357,change my light color to blue and please turn off the kitchen light,iot_hue_lightchange,audio-1498568997-headset.flac
4083,29697,FE-249,1985,2187,please change the volume to mute,audio_volume_mute,audio-1498571058-headset.flac
4136,9482,FE-249,123,108,tell me a joke,joke,audio-1498567278-headset.flac
24623,5577,FO-122,11327,13508,play most recent podcast upload,play_podcasts,audio-1502301923-headset.flac
24626,5579,FO-122,11327,13508,play most recent podcast upload,play_podcasts,audio-1502302173-headset.flac
24734,17077,FO-122,14369,17298,is it male or female,general_quirky,audio-1502302418-headset.flac
24736,17079,FO-122,14369,17298,is it male or female,general_quirky,audio-1502302614-headset.flac
26053,31084,FO-150,2280,2525,play recently added music,play_music,audio-1490371612-headset.flac
26085,17779,FO-150,1455,1567,weather,query,audio-1490369333-headset.flac
26087,17781,FO-150,1455,1567,weather,query,audio-1490369525-headset.flac
26125,31082,FO-150,2280,2525,play recently added music,play_music,audio-1490371161-headset.flac
26373,5004,FO-150,11249,13416,join this,lists_createoradd,audio-1490369979-headset.flac
26401,720,FO-150,10189,12102,show chicken tikka recipe,cooking_recipe,audio-1490370448-headset.flac
26417,23088,FO-150,15908,19275,send a reply email thank you very much to john at gmail dot com,email_sendemail,audio-1490371140-headset.flac
26422,23090,FO-150,15908,19275,send a reply email thank you very much to john at gmail dot com,email_sendemail,audio-1490371588-headset.flac
26456,29958,FO-150,2034,2247,where is my food,takeaway_query,audio-1490369400-headset.flac
26461,29956,FO-150,2034,2247,where is my food,takeaway_query,audio-1490369138-headset.flac
26755,13137,FO-152,13282,15851,tell me everything about albert einstein,qa_factoid,audio-1490801487-headset.flac
26780,13139,FO-152,13282,15851,tell me everything about albert einstein,qa_factoid,audio-1490802208-headset.flac
26894,9195,FO-152,12241,14554,please go to amtrak dot com to purchase tickets,transport_ticket,audio-1490802068-headset.flac
26913,9197,FO-152,12241,14554,please go to amtrak dot com to purchase tickets,transport_ticket,audio-1490802394-headset.flac
26999,38922,FO-152,4067,4525,do you know what day it is,datetime_query,audio-1490802342-headset.flac
27001,38920,FO-152,4067,4525,do you know what day it is,datetime_query,audio-1490801404-headset.flac
27057,25111,FO-152,164,144,i need a coffee,iot_coffee,audio-1490802308-headset.flac
27083,25109,FO-152,164,144,i need a coffee,iot_coffee,audio-1490799787-headset.flac
27128,48270,FO-158,6376,7409,what is a good iranian film from two thousand and sixteen,recommendation_movies,audio-1490961269-headset.flac
27134,48268,FO-158,6376,7409,what is a good iranian film from two thousand and sixteen,recommendation_movies,audio-1490961252-headset.flac
27337,46804,FO-171,5952,6926,say a good joke for me right now,general_joke,audio-1497024991-headset.flac
27350,46806,FO-171,5952,6926,say a good joke for me right now,general_joke,audio-1497025499-headset.flac
27400,45433,FO-171,5603,6463,play mp playlist from start,play_music,audio-1497025212-headset.flac
27481,56409,FO-179,8295,9704,delete any and all events,calendar_remove,audio-1497268567-headset.flac
27497,56411,FO-179,8295,9704,delete any and all events,calendar_remove,audio-1497268782-headset.flac
27572,24348,FO-179,162,143,make me a coffee,iot_coffee,audio-1497267496-headset.flac
27575,24346,FO-179,162,143,make me a coffee,iot_coffee,audio-1497267127-headset.flac
27591,43877,FO-179,520,523,what time is it right now,datetime_query,audio-1497266916-headset.flac
27598,43879,FO-179,520,523,what time is it right now,datetime_query,audio-1497268040-headset.flac
27618,20789,FO-179,1539,1665,what time can i pick up my food,takeaway_query,audio-1497268234-headset.flac
27621,20787,FO-179,1539,1665,what time can i pick up my food,takeaway_query,audio-1497267065-headset.flac
27881,12224,FO-180,13023,15538,show me recipes,cooking_recipe,audio-1497270290-headset.flac
27883,12226,FO-180,13023,15538,show me recipes,cooking_recipe,audio-1497272168-headset.flac
28013,43205,FO-219,5017,5694,can u please make a coffee,iot_coffee,audio-1434531166-headset.flac
28023,43206,FO-219,5017,5694,can u please make a coffee,iot_coffee,audio-1434532161-headset.flac
28024,43215,FO-219,5019,5696,play my recently downloaded songs,play_music,audio-1434532614-headset.flac
28031,43207,FO-219,5017,5694,can u please make a coffee,iot_coffee,audio-1434532407-headset.flac
28037,43217,FO-219,5019,5696,play my recently downloaded songs,play_music,audio-1434532730-headset.flac
28108,51085,FO-219,6996,8185,delete next event,remove,audio-1434533723-headset.flac
28116,51084,FO-219,6996,8185,delete next event,remove,audio-1434531500-headset.flac
28127,3166,FO-219,10726,12763,show me my lists,lists_query,audio-1434532045-headset.flac
28130,3165,FO-219,10726,12763,show me my lists,lists_query,audio-1434531549-headset.flac
28132,3164,FO-219,10726,12763,show me my lists,lists_query,audio-1434530975-headset.flac
28186,41813,FO-219,47,36,what's the time in australia,datetime_query,audio-1434533190-headset.flac
28188,41812,FO-219,47,36,what's the time in australia,datetime_query,audio-1434531947-headset.flac
28209,40994,FO-219,4508,5051,play my most played playlist,play_music,audio-1434531558-headset.flac
28216,40995,FO-219,4508,5051,play my most played playlist,play_music,audio-1434532893-headset.flac
28272,14208,FO-219,136,119,what's playing,music_query,audio-1434533639-headset.flac
28273,14207,FO-219,136,119,what's playing,music_query,audio-1434532071-headset.flac
28367,36000,FO-219,3358,3688,keep track of the standing rock protest,news_query,audio-1434533274-headset.flac
28369,36002,FO-219,3358,3688,keep track of the standing rock protest,news_query,audio-1434533599-headset.flac
28381,24994,FO-219,16369,19829,any new emails from derek,email_query,audio-1434531917-headset.flac
28382,24995,FO-219,16369,19829,any new emails from derek,email_query,audio-1434532460-headset.flac
28737,52423,FO-229,730,763,turn the lights off,iot_hue_lightoff,audio-1497557726-headset.flac
28748,52425,FO-229,730,763,turn the lights off,iot_hue_lightoff,audio-1497558074-headset.flac
29011,59138,FO-231,903,950,find new music from jars of clay for me,play_music,audio-1497621910-headset.flac
29013,59136,FO-231,903,950,find new music from jars of clay for me,play_music,audio-1497620339-headset.flac
29088,50012,FO-231,6776,7935,where is it,general_quirky,audio-1497621644-headset.flac
29090,50014,FO-231,6776,7935,where is it,general_quirky,audio-1497622589-headset.flac
29304,25014,FO-232,16377,19839,send mom an email now,email_sendemail,audio-1497863317-headset.flac
29327,25012,FO-232,16377,19839,send mom an email now,email_sendemail,audio-1497860828-headset.flac
29444,16097,FO-232,141,124,play my favourite playlist,play_music,audio-1497861259-headset.flac
29544,16099,FO-232,141,124,play my favourite playlist,play_music,audio-1497862586-headset.flac
29597,40349,FO-232,4369,4877,connect to lights,iot_hue_lightup,audio-1497862803-headset.flac
29618,60071,FO-232,927,976,who sings this song,music_query,audio-1497861272-headset.flac
29621,60069,FO-232,927,976,who sings this song,music_query,audio-1497861238-headset.flac
29626,24259,FO-232,16180,19605,send a mail to mike tell him we will meet today seven pm for dinner at coffee house,email_sendemail,audio-1497861557-headset.flac
29633,24261,FO-232,16180,19605,send a mail to mike tell him we will meet today seven pm for dinner at coffee house,email_sendemail,audio-1497861834-headset.flac
29662,30934,FO-232,225,201,lights off,iot_hue_lightoff,audio-1497862939-headset.flac
29667,30932,FO-232,225,201,lights off,iot_hue_lightoff,audio-1497861629-headset.flac
29730,36017,FO-233,3361,3691,what is the date for next tuesday,datetime_query,audio-1497867008-headset.flac
29753,36015,FO-233,3361,3691,what is the date for next tuesday,datetime_query,audio-1497865357-headset.flac
29762,42188,FO-233,4784,5393,do i need a jacket,weather_query,audio-1497864099-headset.flac
29764,42190,FO-233,4784,5393,do i need a jacket,weather_query,audio-1497866892-headset.flac
29805,18914,FO-233,149,131,this song was very good,music_likeness,audio-1497864772-headset.flac
29807,18916,FO-233,149,131,this song was very good,music_likeness,audio-1497864778-headset.flac
29860,10891,FO-233,12666,15062,what is traffic like right now,transport_traffic,audio-1497866373-headset.flac
29862,10889,FO-233,12666,15062,what is traffic like right now,transport_traffic,audio-1497864857-headset.flac
29864,57537,FO-233,8571,10045,please block off friday at eight am on my calendar,calendar_set,audio-1497867035-headset.flac
29866,57535,FO-233,8571,10045,please block off friday at eight am on my calendar,calendar_set,audio-1497867013-headset.flac
29874,62797,FO-233,9837,11683,music three,play_audiobook,audio-1497865498-headset.flac
29890,62795,FO-233,9837,11683,music three,play_audiobook,audio-1497864460-headset.flac
29909,10503,FO-233,12561,14931,book a train ticket for friday april fourteenth for boston,transport_ticket,audio-1497865177-headset.flac
29913,10501,FO-233,12561,14931,book a train ticket for friday april fourteenth for boston,transport_ticket,audio-1497864368-headset.flac
29954,17229,FO-233,14411,17359,is euro the best currency to trade,qa_currency,audio-1497864578-headset.flac
29972,50123,FO-233,6784,7943,do i have any reminders,calendar_query,audio-1497866283-headset.flac
29977,50121,FO-233,6784,7943,do i have any reminders,calendar_query,audio-1497864887-headset.flac
30029,29577,FO-233,197,175,what time is it,datetime_query,audio-1497866835-headset.flac
30039,17231,FO-233,14411,17359,is euro the best currency to trade,qa_currency,audio-1497864924-headset.flac
30053,29575,FO-233,197,175,what time is it,datetime_query,audio-1497865023-headset.flac
30055,29576,FO-233,197,175,what time is it,datetime_query,audio-1497865124-headset.flac
30139,36348,FO-234,3436,3776,change alarm setting,alarm_set,audio-1497881610-headset.flac
30147,23252,FO-234,15949,19324,reply to the email from john,email_sendemail,audio-1497886453-headset.flac
30164,390,FO-234,10080,11955,let's cook meatballs together,cooking_recipe,audio-1498485027-headset.flac
30172,43120,FO-234,5,4,stop,audio_volume_mute,audio-1498485458-headset.flac
30177,43118,FO-234,5,4,stop,audio_volume_mute,audio-1497886574-headset.flac
30183,36350,FO-234,3436,3776,change alarm setting,alarm_set,audio-1497887120-headset.flac
30185,23254,FO-234,15949,19324,reply to the email from john,email_sendemail,audio-1498483984-headset.flac
30186,388,FO-234,10080,11955,let's cook meatballs together,cooking_recipe,audio-1497868186-headset.flac
30198,12906,FO-234,13217,15763,how long is the nile river,qa_factoid,audio-1497885705-headset.flac
30202,12908,FO-234,13217,15763,how long is the nile river,qa_factoid,audio-1498486074-headset.flac
30212,35008,FO-234,314,287,set lights to full power,iot_hue_lightup,audio-1497883114-headset.flac
30221,43229,FO-234,502,503,silence please,audio_volume_mute,audio-1498485739-headset.flac
30223,35010,FO-234,314,287,set lights to full power,iot_hue_lightup,audio-1497883720-headset.flac
30226,43227,FO-234,502,503,silence please,audio_volume_mute,audio-1498484778-headset.flac
30232,12827,FO-234,13197,15741,i wish it could give me advice,general_quirky,audio-1497886508-headset.flac
30238,10316,FO-234,12516,14883,what is the fastest route to town,transport_traffic,audio-1497881749-headset.flac
30241,10314,FO-234,12516,14883,what is the fastest route to town,transport_traffic,audio-1497881154-headset.flac
30254,35006,FO-234,314,287,set lights to full power,iot_hue_lightup,audio-1497867481-headset.flac
30257,10318,FO-234,12516,14883,what is the fastest route to town,transport_traffic,audio-1498482906-headset.flac
30266,12825,FO-234,13197,15741,i wish it could give me advice,general_quirky,audio-1497885924-headset.flac
30285,26060,FO-234,16624,20125,i need an email to be sent to comcast dot com about my service issues,email_sendemail,audio-1497868371-headset.flac
30287,26062,FO-234,16624,20125,i need an email to be sent to comcast dot com about my service issues,email_sendemail,audio-1497886019-headset.flac
30293,26064,FO-234,16624,20125,i need an email to be sent to comcast dot com about my service issues,email_sendemail,audio-1498485352-headset.flac
30317,63556,FO-234,9960,11812,how do i steam rice,cooking_recipe,audio-1497881193-headset.flac
30336,36597,FO-234,3490,3838,play songs by the beatles please,play_music,audio-1497867497-headset.flac
30343,9698,FO-234,12347,14683,in jodhpur traffic level is very low,transport_traffic,audio-1497884459-headset.flac
30345,9696,FO-234,12347,14683,in jodhpur traffic level is very low,transport_traffic,audio-1497867621-headset.flac
30350,22,FO-234,0,0,wake me up at five am this week,alarm_set,audio-1497884648-headset.flac
30362,20,FO-234,0,0,wake me up at five am this week,alarm_set,audio-1497884011-headset.flac
30374,36599,FO-234,3490,3838,play songs by the beatles please,play_music,audio-1497887779-headset.flac
30465,63554,FO-234,9960,11812,how do i steam rice,cooking_recipe,audio-1497880518-headset.flac
30577,11265,FO-234,12771,15206,find a train going from prague to brno,transport_query,audio-1497881250-headset.flac
30602,11267,FO-234,12771,15206,find a train going from prague to brno,transport_query,audio-1497887414-headset.flac
30608,43863,FO-234,5199,5912,add my opinion to this song great,music_likeness,audio-1497884617-headset.flac
30611,43861,FO-234,5199,5912,add my opinion to this song great,music_likeness,audio-1497884370-headset.flac
30612,54824,FO-234,7876,9214,what's been happening for the last two months,news_query,audio-1497883086-headset.flac
30614,54826,FO-234,7876,9214,what's been happening for the last two months,news_query,audio-1497884004-headset.flac
30640,54491,FO-234,7805,9133,please set a monthly reminder for paying rent,calendar_set,audio-1497886056-headset.flac
30644,24353,FO-234,162,143,make me a coffee,iot_coffee,audio-1497883169-headset.flac
30646,24351,FO-234,162,143,make me a coffee,iot_coffee,audio-1497879843-headset.flac
30647,54489,FO-234,7805,9133,please set a monthly reminder for paying rent,calendar_set,audio-1497882274-headset.flac
30665,44207,FO-234,5277,6022,please increase volume in music player,audio_volume_up,audio-1498483808-headset.flac
30669,880,FO-234,10228,12147,how do i prepare all my food for cooking,cooking_recipe,audio-1497870168-headset.flac
30680,882,FO-234,10228,12147,how do i prepare all my food for cooking,cooking_recipe,audio-1497886477-headset.flac
30690,44205,FO-234,5277,6022,please increase volume in music player,audio_volume_up,audio-1498483338-headset.flac
30707,44325,FO-234,5308,6058,turn up your volume,audio_volume_up,audio-1498483476-headset.flac
30710,34408,FO-234,3012,3321,please tell me the weather,weather_query,audio-1497870082-headset.flac
30721,44327,FO-234,5308,6058,turn up your volume,audio_volume_up,audio-1498483901-headset.flac
30737,34412,FO-234,3012,3321,please tell me the weather,weather_query,audio-1498483110-headset.flac
30752,34410,FO-234,3012,3321,please tell me the weather,weather_query,audio-1497882187-headset.flac
30770,62747,FO-234,9829,11671,audio,play_audiobook,audio-1498483673-headset.flac
30773,44824,FO-234,5446,6243,i want to hear at song,play_music,audio-1497869222-headset.flac
30789,55158,FO-234,796,836,confirm my alarm settings,alarm_query,audio-1497869207-headset.flac
30794,55160,FO-234,796,836,confirm my alarm settings,alarm_query,audio-1497884222-headset.flac
30798,62749,FO-234,9829,11671,audio,play_audiobook,audio-1498484964-headset.flac
30855,44826,FO-234,5446,6243,i want to hear at song,play_music,audio-1497884374-headset.flac
30858,44833,FO-234,545,553,play the playlist,play_music,audio-1497885709-headset.flac
30872,44868,FO-234,546,553,play the playlist,play_music,audio-1497884842-headset.flac
30886,55021,FO-234,7929,9280,add event book club debbie's house wednesday night,calendar_set,audio-1497870030-headset.flac
30889,55023,FO-234,7929,9280,add event book club debbie's house wednesday night,calendar_set,audio-1497886762-headset.flac
30902,23920,FO-234,16097,19496,has amy sent me any new emails,email_query,audio-1497867796-headset.flac
30916,11178,FO-234,12752,15179,please purchase a amtrak ticket from las vegas nevada to lakeland florida leaving on the first of april,transport_ticket,audio-1497883976-headset.flac
30918,11176,FO-234,12752,15179,please purchase a amtrak ticket from las vegas nevada to lakeland florida leaving on the first of april,transport_ticket,audio-1497869476-headset.flac
30935,23918,FO-234,16096,19496,has amy sent me any new emails,email_query,audio-1497880250-headset.flac
31001,29661,FO-234,1980,2179,play my favorite music,play_music,audio-1498483678-headset.flac
31003,29659,FO-234,1980,2179,play my favorite music,play_music,audio-1497887481-headset.flac
31005,29657,FO-234,1980,2179,play my favorite music,play_music,audio-1497879481-headset.flac
31020,39934,FO-234,4271,4759,prepare coffee now,iot_coffee,audio-1497887484-headset.flac
31023,29747,FO-234,1996,2200,can you open beatles,play_music,audio-1497886739-headset.flac
31024,29746,FO-234,1996,2200,can you open beatles,play_music,audio-1497868994-headset.flac
31052,29512,FO-234,196,174,tell me the time,datetime_query,audio-1497880736-headset.flac
31054,29510,FO-234,196,174,tell me the time,datetime_query,audio-1497880419-headset.flac
31066,59067,FO-234,9009,10666,remove anniversary event from my calendar,calendar_remove,audio-1497887569-headset.flac
31068,59065,FO-234,9009,10666,remove anniversary event from my calendar,calendar_remove,audio-1497881889-headset.flac
31079,39932,FO-234,4271,4759,prepare coffee now,iot_coffee,audio-1497870150-headset.flac
31099,5437,FO-234,11299,13473,go to the next episode,play_podcasts,audio-1497887449-headset.flac
31101,5435,FO-234,11299,13473,go to the next episode,play_podcasts,audio-1497885815-headset.flac
31136,59207,FO-234,9053,10731,set a meeting event reminder with mona on tuesday,calendar_set,audio-1498484329-headset.flac
31138,59205,FO-234,9053,10731,set a meeting event reminder with mona on tuesday,calendar_set,audio-1497882495-headset.flac
31146,59329,FO-234,909,958,what time is it in new york,datetime_query,audio-1497886331-headset.flac
31148,59327,FO-234,909,958,what time is it in new york,datetime_query,audio-1497879649-headset.flac
31157,5630,FO-234,11340,13521,does allearsnet have a new podcast,play_podcasts,audio-1497869077-headset.flac
31159,5632,FO-234,11340,13521,does allearsnet have a new podcast,play_podcasts,audio-1497882358-headset.flac
31165,29108,FO-234,190,168,turn on the plug,iot_wemo_on,audio-1497867412-headset.flac
31170,40494,FO-234,4394,4910,get me a turkey jimmy johns sub and set it to be delivered at five pm tonight,takeaway_order,audio-1497868154-headset.flac
31173,40496,FO-234,4394,4910,get me a turkey jimmy johns sub and set it to be delivered at five pm tonight,takeaway_order,audio-1497882891-headset.flac
31182,29110,FO-234,190,168,turn on the plug,iot_wemo_on,audio-1498486189-headset.flac
31186,40414,FO-234,438,431,is it going to rain today,weather_query,audio-1497880657-headset.flac
31189,40416,FO-234,438,431,is it going to rain today,weather_query,audio-1497882473-headset.flac
31224,40412,FO-234,438,431,is it going to rain today,weather_query,audio-1497869764-headset.flac
31240,6594,FO-234,11575,13825,tell me interesting events around,recommendation_events,audio-1497869008-headset.flac
31242,6596,FO-234,11575,13825,tell me interesting events around,recommendation_events,audio-1498485099-headset.flac
31257,58879,FO-234,8956,10580,i want five hours freed up for jenn's birthday this saturday,calendar_set,audio-1497886558-headset.flac
31259,58877,FO-234,8956,10580,i want five hours freed up for jenn's birthday this saturday,calendar_set,audio-1497882598-headset.flac
31262,58875,FO-234,8956,10580,i want five hours freed up for jenn's birthday this saturday,calendar_set,audio-1497881220-headset.flac
31265,6124,FO-234,11456,13664,skip forward,podcasts,audio-1497881186-headset.flac
31267,6122,FO-234,11456,13664,skip forward,podcasts,audio-1497869853-headset.flac
31281,29416,FO-234,195,173,what is the time,datetime_query,audio-1497884744-headset.flac
31283,29414,FO-234,195,173,what is the time,datetime_query,audio-1497882938-headset.flac
31287,58873,FO-234,8956,10580,i want five hours freed up for jenn's birthday this saturday,calendar_set,audio-1497870094-headset.flac
