,Unnamed: 0,user_id,slurp_id,nlub_id,sentence,intent,recording_path
47520,49715,MO-030,6733,7891,clear my day from meetings,calendar_remove,audio-1488539350.flac
47521,11767,MO-030,12936,15423,ten percentages of hundred,qa_maths,audio-1488540451.flac
47522,54459,MO-030,78,64,the song you are playing is amazing,music_likeness,audio-1488536790.flac
47523,6581,MO-030,11575,13825,tell me interesting events around,recommendation_events,audio-1488538090.flac
47524,18906,MO-030,149,131,this song was very good,music_likeness,audio-1488537934.flac
47525,63407,MO-030,9919,11768,whats the recipe for pasta sause,cooking_recipe,audio-1488537987.flac
47526,6580,MO-030,11575,13825,tell me interesting events around,recommendation_events,audio-1488537839.flac
47527,59019,MO-030,9,7,make the lighting bit more warm here,iot_hue_lightchange,audio-1488540576.flac
47528,22535,MO-030,15787,19138,do i have any email from work,email_query,audio-1488536914.flac
47529,22474,MO-030,15780,19133,email to caroline how are you can you send me updates on last project cheers tomasz,email_sendemail,audio-1488537439.flac
47530,1812,MO-030,10440,12419,any special events on my list,lists_query,audio-1488540716.flac
47531,6630,MO-030,11577,13827,is there any event close by,recommendation_events,audio-1488538345.flac
47532,63405,MO-030,9918,11767,how do i make a pizza,cooking_recipe,audio-1488537080.flac
47533,50079,MO-030,6782,7941,who am i meeting at work tomorrow,calendar_query,audio-1488538440.flac
47534,40520,MO-030,44,34,i am not tired i am actually happy,general_quirky,audio-1488537193.flac
47535,4,MO-030,0,0,wake me up at five am this week,alarm_set,audio-1488542526.flac
47536,45399,MO-030,56,40,i want some curry to go any recommendations,takeaway_query,audio-1488539303.flac
47537,45400,MO-030,56,40,i want some curry to go any recommendations,takeaway_query,audio-1488539380.flac
47538,30232,MO-030,21,15,set lights to twenty percent,iot_hue_lightchange,audio-1488539279.flac
47539,8589,MO-030,12128,14423,how to get to cracow before noon by train,transport_query,audio-1488542369.flac
47540,28384,MO-030,178,156,tell me international news,query,audio-1488538285.flac
47541,8612,MO-030,12129,14424,book me a ticket for a train to new york from boston in two days from now,transport_ticket,audio-1488538353.flac
47542,8613,MO-030,12129,14424,book me a ticket for a train to new york from boston in two days from now,transport_ticket,audio-1488540901.flac
47543,8531,MO-030,12122,14419,schedule an uber in twenty minutes to tesco on fifth street,transport_taxi,audio-1488539385.flac
47544,42261,MO-030,48,37,tell me the time in moscow,datetime_query,audio-1488537131.flac
47545,19747,MO-030,15138,18351,check my social networks,social_query,audio-1488539860.flac
47546,49978,MO-030,6772,7931,add an event to my calendar,calendar_set,audio-1488536955.flac
47547,56817,MO-030,84,71,turn cleaner robot on,iot_cleaning,audio-1488537922.flac
47548,49879,MO-030,6752,7909,what time is next meeting,calendar_query,audio-1488536900.flac
47549,8641,MO-030,12130,14425,schedule a journey to las vegas by train,transport_ticket,audio-1488536869.flac
47550,8642,MO-030,12130,14425,schedule a journey to las vegas by train,transport_ticket,audio-1488537540.flac
47551,8643,MO-030,12130,14425,schedule a journey to las vegas by train,transport_ticket,audio-1488539995.flac
47552,8588,MO-030,12128,14423,how to get to cracow before noon by train,transport_query,audio-1488541039.flac
47553,8587,MO-030,12128,14423,how to get to cracow before noon by train,transport_query,audio-1488540324.flac
47554,8586,MO-030,12128,14423,how to get to cracow before noon by train,transport_query,audio-1488540140.flac
47555,8585,MO-030,12128,14423,how to get to cracow before noon by train,transport_query,audio-1488537501.flac
47556,49926,MO-030,6762,7920,drop my june holiday from calendar,calendar_remove,audio-1488537905.flac
47557,49925,MO-030,6762,7920,drop my june holiday from calendar,calendar_remove,audio-1488536779.flac
47558,8533,MO-030,12122,14419,schedule an uber in twenty minutes to tesco on fifth street,transport_taxi,audio-1488542069.flac
47559,49942,MO-030,6765,7923,tell me later to file the invoice,calendar_set,audio-1488538059.flac
47560,19614,MO-030,151,133,play it again please,play_music,audio-1488538399.flac
47561,19613,MO-030,151,133,play it again please,play_music,audio-1488538104.flac
47562,49919,MO-030,6759,7917,delete my next meeting,remove,audio-1488538001.flac
47563,49914,MO-030,6758,7915,add to my reminders to watch new movie today at nine pm,calendar_set,audio-1488540029.flac
47564,5,MO-030,0,0,wake me up at five am this week,alarm_set,audio-1488542627.flac
47565,3,MO-030,0,0,wake me up at five am this week,alarm_set,audio-1488537799.flac
47566,8568,MO-030,12124,14420,book me a cab,transport_taxi,audio-1488539012.flac
47567,49904,MO-030,6756,7913,remind me to read book next week,calendar_set,audio-1488539315.flac
47568,49951,MO-030,6766,7924,remind me to go to the gym every monday and tuesday,calendar_set,audio-1488540044.flac
47569,49958,MO-030,6767,7925,remind me to go shopping every week,calendar_set,audio-1488537028.flac
47570,8577,MO-030,12127,14422,i need to go to dundee at five am on sunday by train,transport_ticket,audio-1488539207.flac
47571,23040,MO-030,159,141,decrease brightness,iot_hue_lightdim,audio-1488538024.flac
47572,8578,MO-030,12127,14422,i need to go to dundee at five am on sunday by train,transport_ticket,audio-1488540244.flac
47573,45398,MO-030,56,40,i want some curry to go any recommendations,takeaway_query,audio-1488539115.flac
47574,8507,MO-030,12120,14418,book me a taxi to leith in half an hour,transport_taxi,audio-1488536880.flac
47575,8662,MO-030,12131,14426,book me a return trip from edinburgh to london by train,transport_ticket,audio-1488537639.flac
47576,8663,MO-030,12131,14426,book me a return trip from edinburgh to london by train,transport_ticket,audio-1488538226.flac
47577,8664,MO-030,12131,14426,book me a return trip from edinburgh to london by train,transport_ticket,audio-1488538361.flac
47578,50098,MO-030,6783,7942,where is my appointment with doctor next week,calendar_query,audio-1488537661.flac
47579,50099,MO-030,6783,7942,where is my appointment with doctor next week,calendar_query,audio-1488540157.flac
47580,50100,MO-030,6783,7942,where is my appointment with doctor next week,calendar_query,audio-1488542323.flac
47581,8782,MO-030,12142,14437,how is my commute,transport_traffic,audio-1488536862.flac
47582,22658,MO-030,15794,19144,where seth lives,email_querycontact,audio-1488539000.flac
47583,28834,MO-030,186,164,play last song from my favourite playlist,play_music,audio-1488542199.flac
47584,51964,MO-030,72,57,start playing music from favourites,play_music,audio-1488538075.flac
47585,32873,MO-030,27,19,it's dirty here make some noise,iot_cleaning,audio-1488537041.flac
47586,19246,MO-030,15,12,turn off the light in the bathroom,iot_hue_lightoff,audio-1488538403.flac
47587,11626,MO-030,129,112,tell me about today,general_quirky,audio-1488536949.flac
47588,63345,MO-030,9913,11762,what ingredients do i need for tomato soup,cooking_recipe,audio-1488542397.flac
47589,63344,MO-030,9913,11762,what ingredients do i need for tomato soup,cooking_recipe,audio-1488538180.flac
47590,6505,MO-030,11573,13823,what's around tonight,recommendation_events,audio-1488537701.flac
47591,40521,MO-030,44,34,i am not tired i am actually happy,general_quirky,audio-1488541310.flac
47592,50140,MO-030,6785,7944,what is my next reminder,calendar_query,audio-1488537747.flac
47593,6542,MO-030,11574,13824,is there any event around,recommendation_events,audio-1488538992.flac
47594,1651,MO-030,10426,12405,what else is missing in the diary,lists_query,audio-1488540253.flac
47595,63343,MO-030,9913,11762,what ingredients do i need for tomato soup,cooking_recipe,audio-1488537533.flac
47596,33776,MO-030,29,20,vacuum the house,iot_cleaning,audio-1488538279.flac
47597,6543,MO-030,11574,13824,is there any event around,recommendation_events,audio-1488539246.flac
47598,7084,MO-030,117,103,what music is this,music_query,audio-1488536937.flac
47599,16781,MO-030,143,126,i don't like it,music_dislikeness,audio-1488537075.flac
47600,19802,MO-030,15140,18353,is anyone likes my latest photo,social_query,audio-1488538661.flac
47601,49865,MO-030,6748,7905,tell me about oldest reminder,calendar_query,audio-1488539223.flac
47602,49864,MO-030,6748,7905,tell me about oldest reminder,calendar_query,audio-1488537975.flac
47603,49860,MO-030,6746,7903,set first week of june as holiday in my calendar,calendar_set,audio-1488540586.flac
47604,49859,MO-030,6746,7903,set first week of june as holiday in my calendar,calendar_set,audio-1488538313.flac
47605,21172,MO-030,155,137,set brightness to fifty percent,iot_hue_lightchange,audio-1488537150.flac
47606,32034,MO-030,25,18,clean the flat,iot_cleaning,audio-1488538295.flac
47607,32874,MO-030,27,19,it's dirty here make some noise,iot_cleaning,audio-1488538214.flac
47608,49816,MO-030,6740,7895,when is peter's birthday,query,audio-1488538927.flac
47609,6453,MO-030,11565,13813,could you suggest some fun in new york,recommendation_events,audio-1488542239.flac
47610,49841,MO-030,6744,7901,put meeting with pawel for tomorrow ten am,calendar_set,audio-1488539877.flac
47611,49833,MO-030,6742,7899,set regular bi weekly meeting on fridays three pm,calendar_set,audio-1488538973.flac
47612,8743,MO-030,12140,14435,reserve train tickets,transport_ticket,audio-1488542728.flac
47613,58627,MO-030,89,77,could you order sushi for tonight dinner,takeaway_order,audio-1488540656.flac
47614,50060,MO-030,6781,7940,what time is my doctor appointment this week,calendar_query,audio-1488538133.flac
47615,8767,MO-030,12141,14436,what is traffic to work now,transport_traffic,audio-1488538950.flac
47616,50061,MO-030,6781,7940,what time is my doctor appointment this week,calendar_query,audio-1488542328.flac
47617,6474,MO-030,11569,13818,tell me chinese restaurants in the area,recommendation_locations,audio-1488538070.flac
47618,1938,MO-030,10446,12425,what is on my list,lists_query,audio-1488538064.flac
47619,6631,MO-030,11577,13827,is there any event close by,recommendation_events,audio-1488539356.flac
47620,8532,MO-030,12122,14419,schedule an uber in twenty minutes to tesco on fifth street,transport_taxi,audio-1488541422.flac
47621,22424,MO-030,15776,19129,is there any new email,email_query,audio-1488537696.flac
47622,50253,MO-030,6795,7953,do i have any appointments this weekend,calendar_query,audio-1488537161.flac
47623,21524,MO-030,156,138,turn down the brightness,iot_hue_lightdim,audio-1488540361.flac
47624,59711,MO-030,9203,10933,turn on some radio station,play_radio,audio-1488538126.flac
47625,49495,MO-030,6718,7877,tell me more about the concert on friday's night,general_quirky,audio-1488542678.flac
47626,49486,MO-030,6717,7876,remove standup on friday at ten am,calendar_remove,audio-1488541283.flac
47627,49485,MO-030,6717,7876,remove standup on friday at ten am,calendar_remove,audio-1488537464.flac
47628,49574,MO-030,6721,7881,is there anything i should be reminded about,calendar_query,audio-1488540000.flac
47629,49484,MO-030,6717,7876,remove standup on friday at ten am,calendar_remove,audio-1488537397.flac
47630,63425,MO-030,9924,11773,tell me the recipe of,cooking_recipe,audio-1488538030.flac
47631,49575,MO-030,6721,7881,is there anything i should be reminded about,calendar_query,audio-1488540641.flac
47632,1864,MO-030,10442,12421,remove event from my list,lists_remove,audio-1488537035.flac
47633,28740,MO-030,184,162,play michael jackson from my playlist,play_music,audio-1488538414.flac
47634,21523,MO-030,156,138,turn down the brightness,iot_hue_lightdim,audio-1488538301.flac
47635,22306,MO-030,15763,19115,please check for new emails,email_query,audio-1488540457.flac
47636,50313,MO-030,6801,7959,show me my meetings this friday,calendar_query,audio-1488541302.flac
47637,43531,MO-030,51,39,list most rated deliveroo options for chinese food,takeaway_query,audio-1488539988.flac
47638,28047,MO-030,172,151,set alarm at ten am,alarm_set,audio-1488541927.flac
47639,22311,MO-030,15766,19118,could you please send back to pawel this answer,email_sendemail,audio-1488540503.flac
47640,59700,MO-030,9202,10932,play my radio station,play_radio,audio-1488537017.flac
47641,50236,MO-030,6794,7952,is there any event today in my calendar,calendar_query,audio-1488540235.flac
47642,22250,MO-030,15752,19104,find me all mails from magda with holidays word in the title,email_query,audio-1488539373.flac
47643,22316,MO-030,15768,19120,create an email to toby at toby today dot com,email_sendemail,audio-1488537414.flac
47644,49599,MO-030,6725,7883,remind me about my schedule for the afternoon,calendar_set,audio-1488540660.flac
47645,55305,MO-030,8,6,pink is all we need,iot_hue_lightchange,audio-1488538862.flac
47646,55306,MO-030,8,6,pink is all we need,iot_hue_lightchange,audio-1488541411.flac
47647,29089,MO-030,19,14,turn the lights off in the bedroom,iot_hue_lightoff,audio-1488539213.flac
47648,43532,MO-030,51,39,list most rated deliveroo options for chinese food,takeaway_query,audio-1488540675.flac
47649,29088,MO-030,19,14,turn the lights off in the bedroom,iot_hue_lightoff,audio-1488538883.flac
47650,22203,MO-030,15750,19102,drop a message to jan write i will be late,email_sendemail,audio-1488537427.flac
47651,58294,MO-030,88,76,hey i'd like you to order burger,takeaway_order,audio-1488537524.flac
47652,49543,MO-030,6720,7880,what do you know about fringe in edinburgh next year,general_quirky,audio-1488538221.flac
47653,22249,MO-030,15752,19104,find me all mails from magda with holidays word in the title,email_query,audio-1488537819.flac
47654,22268,MO-030,15754,19106,what's the email address of silvia,email_querycontact,audio-1488537707.flac
47655,22269,MO-030,15754,19106,what's the email address of silvia,email_querycontact,audio-1488542633.flac
47656,49544,MO-030,6720,7880,what do you know about fringe in edinburgh next year,general_quirky,audio-1488540755.flac
47657,50288,MO-030,6799,7957,remove next meeting today in my calendar,calendar_remove,audio-1488542275.flac
47658,41815,MO-030,47,36,what's the time in australia,datetime_query,audio-1488537137.flac
47659,50275,MO-030,6797,7955,delete my next meeting from calendar,calendar_remove,audio-1488538099.flac
47660,49059,MO-030,66,51,please play yesterday from beatles,play_music,audio-1488542246.flac
47661,15710,MO-030,140,123,start my jazz playlist,play_music,audio-1488538340.flac
47662,47007,MO-030,6,5,pause for ten seconds,audio_volume_mute,audio-1488536943.flac
47663,49521,MO-030,6719,7878,when and where monet's exhibition takes place,calendar_query,audio-1488539343.flac
47664,22204,MO-030,15750,19102,drop a message to jan write i will be late,email_sendemail,audio-1488539887.flac
47665,11811,MO-030,12939,15426,tell me about it,qa_definition,audio-1488537254.flac
47666,11812,MO-030,12939,15426,tell me about it,qa_definition,audio-1488537875.flac
47667,15694,MO-030,14,11,and the darkness has fallen,iot_hue_lighton,audio-1488539165.flac
47668,22226,MO-030,15751,19103,read me the last email from stefan and oil change,email_query,audio-1488542077.flac
47669,50266,MO-030,6796,7954,is my calendar free for thursday,calendar_query,audio-1488540193.flac
47670,29090,MO-030,19,14,turn the lights off in the bedroom,iot_hue_lightoff,audio-1488541940.flac
47671,22225,MO-030,15751,19103,read me the last email from stefan and oil change,email_query,audio-1488541290.flac
47672,22224,MO-030,15751,19103,read me the last email from stefan and oil change,email_query,audio-1488540017.flac
47673,1735,MO-030,10435,12415,create a new to do list,createoradd,audio-1488537546.flac
47674,1866,MO-030,10442,12421,remove event from my list,lists_remove,audio-1488539139.flac
47675,1865,MO-030,10442,12421,remove event from my list,lists_remove,audio-1488537965.flac
47676,22205,MO-030,15750,19102,drop a message to jan write i will be late,email_sendemail,audio-1488540740.flac
47677,22294,MO-030,15759,19111,please send email to pawel with reminder,email_sendemail,audio-1488542017.flac
47678,5092,MO-030,11260,13427,skip to next episode,play_podcasts,audio-1488540145.flac
47679,22146,MO-030,15748,19100,send email to martha saying last evening was wild,email_sendemail,audio-1488539958.flac
47680,50235,MO-030,6794,7952,is there any event today in my calendar,calendar_query,audio-1488538673.flac
47681,29091,MO-030,19,14,turn the lights off in the bedroom,iot_hue_lightoff,audio-1488542427.flac
47682,1684,MO-030,10430,12410,delete the first item on the list,lists_remove,audio-1488541374.flac
47683,29802,MO-030,200,178,can i order takeaway from spanish place,takeaway_order,audio-1488540733.flac
47684,1840,MO-030,10441,12420,how many events on my list,lists_query,audio-1488540493.flac
47685,22103,MO-030,15745,19097,add new email to anna,email_addcontact,audio-1488539285.flac
47686,22102,MO-030,15745,19097,add new email to anna,email_addcontact,audio-1488537556.flac
47687,25543,MO-030,165,145,i fancy some coffee now,iot_coffee,audio-1488538047.flac
47688,28696,MO-030,183,161,turn on my michael jackson playlist,play_music,audio-1488541379.flac
47689,11933,MO-030,12946,15432,how tall is micheal jackson,factoid,audio-1488539260.flac
47690,59697,MO-030,9200,10930,tune in some radio,play_radio,audio-1488539904.flac
47691,11932,MO-030,12946,15432,how tall is micheal jackson,factoid,audio-1488538725.flac
47692,49451,MO-030,6714,7874,cancel business meeting on wednesday,calendar_remove,audio-1488540175.flac
47693,49645,MO-030,6728,7886,cancel the breakfast at tiffany's,calendar_remove,audio-1488537171.flac
47694,22361,MO-030,15773,19126,tell me the last message,email_query,audio-1488536818.flac
47695,51,MO-030,10,8,please set the lighting suitable for reading,iot_hue_lightchange,audio-1488538888.flac
47696,29087,MO-030,19,14,turn the lights off in the bedroom,iot_hue_lightoff,audio-1488538753.flac
47697,41,MO-030,1,1,wake me up at nine am on friday,alarm_set,audio-1488541455.flac
47698,22362,MO-030,15773,19126,tell me the last message,email_query,audio-1488537277.flac
47699,49450,MO-030,6714,7874,cancel business meeting on wednesday,calendar_remove,audio-1488537765.flac
47700,22378,MO-030,15774,19127,tell me the landline number,email_querycontact,audio-1488539918.flac
47701,28144,MO-030,174,153,set wake up thursday seven am,alarm_set,audio-1488540961.flac
47702,52,MO-030,10,8,please set the lighting suitable for reading,iot_hue_lightchange,audio-1488541441.flac
47703,29771,MO-030,2,2,set an alarm for two hours from now,alarm_set,audio-1488542417.flac
47704,49646,MO-030,6728,7886,cancel the breakfast at tiffany's,calendar_remove,audio-1488542288.flac
47705,49617,MO-030,6726,7884,cancel next meeting,calendar_remove,audio-1488537619.flac
47706,40,MO-030,1,1,wake me up at nine am on friday,alarm_set,audio-1488540610.flac
47707,49673,MO-030,6730,7887,schedule a chat with adam on thursday afternoon,calendar_set,audio-1488542269.flac
47708,50329,MO-030,6805,7963,do i have any event on my calendar tomorrow morning from ten to eleven,calendar_query,audio-1488542640.flac
47709,11925,MO-030,12945,15431,who is barack obama,factoid,audio-1488537143.flac
47710,11786,MO-030,12938,15425,seven times seven,qa_maths,audio-1488540075.flac
47711,59683,MO-030,9199,10929,play bbc radio,play_radio,audio-1488537777.flac
47712,50204,MO-030,6789,7948,set meeting with joanna on saturday four pm,calendar_set,audio-1488536771.flac
47713,22113,MO-030,15746,19098,create new contact with email,email_addcontact,audio-1488540103.flac
47714,49653,MO-030,6729,7886,cancel the breakfast at tiffany's,calendar_remove,audio-1488538689.flac
47715,26698,MO-036,168,148,can they provide takeaway,takeaway_query,audio-1488549692.flac
47716,50050,MO-036,6780,7939,am i free this saturday,calendar_query,audio-1488552387.flac
47717,25544,MO-036,165,145,i fancy some coffee now,iot_coffee,audio-1488551577.flac
47718,6455,MO-036,11565,13813,could you suggest some fun in new york,recommendation_events,audio-1488552212.flac
47719,8537,MO-036,12122,14419,schedule an uber in twenty minutes to tesco on fifth street,transport_taxi,audio-1488552101.flac
47720,28145,MO-036,174,153,set wake up thursday seven am,alarm_set,audio-1488551480.flac
47721,8534,MO-036,12122,14419,schedule an uber in twenty minutes to tesco on fifth street,transport_taxi,audio-1488550594.flac
47722,29092,MO-036,19,14,turn the lights off in the bedroom,iot_hue_lightoff,audio-1488552143.flac
47723,22227,MO-036,15751,19103,read me the last email from stefan and oil change,email_query,audio-1488549715.flac
47724,22228,MO-036,15751,19103,read me the last email from stefan and oil change,email_query,audio-1488550384.flac
47725,8535,MO-036,12122,14419,schedule an uber in twenty minutes to tesco on fifth street,transport_taxi,audio-1488551005.flac
47726,56047,MO-036,82,68,please raise the lights to max,iot_hue_lightup,audio-1488549768.flac
47727,30691,MO-036,220,197,play music from my rock list,play_music,audio-1488549851.flac
47728,49920,MO-036,6761,7919,remove from my calendar meeting at nine am,calendar_remove,audio-1488552005.flac
47729,8536,MO-036,12122,14419,schedule an uber in twenty minutes to tesco on fifth street,transport_taxi,audio-1488551643.flac
47730,8508,MO-036,12120,14418,book me a taxi to leith in half an hour,transport_taxi,audio-1488549684.flac
47731,6475,MO-036,11569,13818,tell me chinese restaurants in the area,recommendation_locations,audio-1488549649.flac
47732,6461,MO-036,11566,13814,what pubs are close,recommendation_locations,audio-1488551743.flac
47733,6632,MO-036,11577,13827,is there any event close by,recommendation_events,audio-1488551486.flac
47734,6495,MO-036,11572,13822,what events are planned in my area,recommendation_events,audio-1488550961.flac
47735,31187,MO-036,231,207,could you please help me to order some sushi from deliveroo,takeaway_order,audio-1488552154.flac
47736,764,MO-036,102,88,whats this weeks weather,weather_query,audio-1488551785.flac
47737,6454,MO-036,11565,13813,could you suggest some fun in new york,recommendation_events,audio-1488549785.flac
47738,29772,MO-036,2,2,set an alarm for two hours from now,alarm_set,audio-1488551685.flac
47739,22169,MO-036,15749,19101,reply to patrick that i am on my way,email_sendemail,audio-1488549886.flac
47740,50332,MO-036,6805,7963,do i have any event on my calendar tomorrow morning from ten to eleven,calendar_query,audio-1488552328.flac
47741,22168,MO-036,15749,19101,reply to patrick that i am on my way,email_sendemail,audio-1488549877.flac
47742,50331,MO-036,6805,7963,do i have any event on my calendar tomorrow morning from ten to eleven,calendar_query,audio-1488551717.flac
47743,28697,MO-036,183,161,turn on my michael jackson playlist,play_music,audio-1488551737.flac
47744,22114,MO-036,15746,19098,create new contact with email,email_addcontact,audio-1488552170.flac
47745,1950,MO-036,10447,12426,tell me what is on my list,lists_query,audio-1488552558.flac
47746,19765,MO-036,15139,18352,do i have new likes,social_query,audio-1488549636.flac
47747,22147,MO-036,15748,19100,send email to martha saying last evening was wild,email_sendemail,audio-1488551853.flac
47748,28698,MO-036,183,161,turn on my michael jackson playlist,play_music,audio-1488552247.flac
47749,50330,MO-036,6805,7963,do i have any event on my calendar tomorrow morning from ten to eleven,calendar_query,audio-1488551652.flac
47750,42637,MO-036,49,38,tell me the time in g. m. t. plus five,datetime_convert,audio-1488550795.flac
47751,42636,MO-036,49,38,tell me the time in g. m. t. plus five,datetime_convert,audio-1488550105.flac
47752,19766,MO-036,15139,18352,do i have new likes,social_query,audio-1488552160.flac
47753,22739,MO-036,15803,19155,email my sister about mom's birthday jane we should think about arranging the party at the park,email_sendemail,audio-1488551389.flac
47754,8665,MO-036,12131,14426,book me a return trip from edinburgh to london by train,transport_ticket,audio-1488549953.flac
47755,8614,MO-036,12129,14424,book me a ticket for a train to new york from boston in two days from now,transport_ticket,audio-1488550565.flac
47756,49959,MO-036,6767,7925,remind me to go shopping every week,calendar_set,audio-1488550614.flac
47757,30233,MO-036,21,15,set lights to twenty percent,iot_hue_lightchange,audio-1488551492.flac
47758,8697,MO-036,12138,14433,book a train tickets for me,transport_ticket,audio-1488549751.flac
47759,50363,MO-036,6811,7968,can you remind me about the gym class in two hours,calendar_set,audio-1488550788.flac
47760,63367,MO-036,9914,11763,how to make cheesecake,cooking_recipe,audio-1488549534.flac
47761,32839,MO-036,269,240,it's too dark i can't even see my hands,iot_hue_lighton,audio-1488551337.flac
47762,8666,MO-036,12131,14426,book me a return trip from edinburgh to london by train,transport_ticket,audio-1488550392.flac
47763,30465,MO-036,216,194,how is the weather like today,weather_query,audio-1488552442.flac
47764,49866,MO-036,6748,7905,tell me about oldest reminder,calendar_query,audio-1488550481.flac
47765,19803,MO-036,15140,18353,is anyone likes my latest photo,social_query,audio-1488551840.flac
47766,53,MO-036,10,8,please set the lighting suitable for reading,iot_hue_lightchange,audio-1488551724.flac
47767,50020,MO-036,6777,7936,what's the name of the event,calendar_query,audio-1488550659.flac
47768,8590,MO-036,12128,14423,how to get to cracow before noon by train,transport_query,audio-1488552573.flac
47769,32466,MO-036,260,233,i can barely hear you,audio_volume_up,audio-1488549919.flac
47770,49452,MO-036,6714,7874,cancel business meeting on wednesday,calendar_remove,audio-1488551525.flac
47771,21173,MO-036,155,137,set brightness to fifty percent,iot_hue_lightchange,audio-1488549746.flac
47772,5067,MO-036,11259,13426,jump to next podcast,play_podcasts,audio-1488552117.flac
47773,49708,MO-036,6732,7889,add meeting reminder for sunday with my parents in law,calendar_set,audio-1488552227.flac
47774,50181,MO-036,6788,7947,add event for this evening meeting with jake,calendar_set,audio-1488550190.flac
47775,22293,MO-036,15758,19110,hey email jan about our meeting,email_sendemail,audio-1488551775.flac
47776,50238,MO-036,6794,7952,is there any event today in my calendar,calendar_query,audio-1488552012.flac
47777,50237,MO-036,6794,7952,is there any event today in my calendar,calendar_query,audio-1488549660.flac
47778,50182,MO-036,6788,7947,add event for this evening meeting with jake,calendar_set,audio-1488551835.flac
47779,18907,MO-036,149,131,this song was very good,music_likeness,audio-1488549736.flac
47780,22379,MO-036,15774,19127,tell me the landline number,email_querycontact,audio-1488550253.flac
47781,63442,MO-036,9925,11774,how much time do i have to boil an egg,cooking_recipe,audio-1488549904.flac
47782,30619,MO-036,219,196,should i bring an umbrella tomorrow,weather_query,audio-1488551096.flac
47783,5033,MO-036,11257,13425,play next recording,play_podcasts,audio-1488551992.flac
47784,49754,MO-036,6737,7893,i am taking day off tomorrow,general_quirky,audio-1488550577.flac
47785,22270,MO-036,15754,19106,what's the email address of silvia,email_querycontact,audio-1488551088.flac
47786,49753,MO-036,6737,7893,i am taking day off tomorrow,general_quirky,audio-1488550286.flac
47787,49783,MO-036,6739,7894,do i have meeting with steve this week,calendar_query,audio-1488549707.flac
47788,1813,MO-036,10440,12419,any special events on my list,lists_query,audio-1488550763.flac
47789,11731,MO-036,12933,15420,tell me something about,qa_factoid,audio-1488549666.flac
47790,31555,MO-036,239,215,is it raining in barcelona,weather_query,audio-1488552355.flac
47791,1645,MO-036,10425,12404,list the items on my shopping list,lists_query,audio-1488551625.flac
47792,49784,MO-036,6739,7894,do i have meeting with steve this week,calendar_query,audio-1488551885.flac
47793,49755,MO-036,6737,7893,i am taking day off tomorrow,general_quirky,audio-1488552393.flac
47794,50218,MO-036,6790,7949,what events are on my calendar,calendar_query,audio-1488551762.flac
47795,6602,MO-036,11576,13826,tell me about the events near me,recommendation_events,audio-1488551348.flac
47796,8591,MO-038,12128,14423,how to get to cracow before noon by train,transport_query,audio-1488554908.flac
47797,50340,MO-038,6806,7964,show me my calendar event this friday afternoon,calendar_query,audio-1488556224.flac
47798,8615,MO-038,12129,14424,book me a ticket for a train to new york from boston in two days from now,transport_ticket,audio-1488621999.flac
47799,16081,MO-038,141,124,play my favourite playlist,play_music,audio-1488556026.flac
47800,1762,MO-038,10437,12417,please create a new list,lists_createoradd,audio-1488559599.flac
