,Unnamed: 0,user_id,slurp_id,nlub_id,sentence,intent,recording_path
1759,30863,FE-146,2240,2475,weather forecast for this week,weather_query,audio-1490195827.flac
1781,30861,FE-146,2240,2475,weather forecast for this week,weather_query,audio-1490193268.flac
1790,30857,FE-146,224,201,lights off,iot_hue_lightoff,audio-1490195394.flac
1860,4968,FE-146,11240,13403,i want you to create a list for me,lists_createoradd,audio-1490192537.flac
1861,44521,FE-146,5364,6137,close the light,iot_hue_lightoff,audio-1490192822.flac
1863,44523,FE-146,5364,6137,close the light,iot_hue_lightoff,audio-1490194788.flac
1877,4970,FE-146,11240,13403,i want you to create a list for me,lists_createoradd,audio-1490194246.flac
1889,19058,FE-146,14943,18087,tell me about price of stock for innova,qa_stock,audio-1490194471.flac
2002,51080,FE-149,6994,8183,remind me at,calendar_set,audio-1490103909.flac
2011,51078,FE-149,6994,8183,remind me at,calendar_set,audio-1490103682.flac
2040,55800,FE-149,8137,9517,three pm meeting tomorrow remind me four hours prior to that meeting,calendar_set,audio-1490104307.flac
2073,61831,FE-149,97,85,is it going to rain,weather_query,audio-1490103408.flac
2075,61833,FE-149,97,85,is it going to rain,weather_query,audio-1490104826.flac
2185,45068,FE-149,551,558,who is singing this song,music_query,audio-1490104631.flac
2187,45066,FE-149,551,558,who is singing this song,music_query,audio-1490104313.flac
2232,55798,FE-149,8137,9517,three pm meeting tomorrow remind me four hours prior to that meeting,calendar_set,audio-1490103975.flac
2250,62666,FE-149,982,1033,change the color of the lights in my house from white to yellow,iot_hue_lightchange,audio-1490104122.flac
2268,62668,FE-149,982,1033,change the color of the lights in my house from white to yellow,iot_hue_lightchange,audio-1490104718.flac
2674,13349,FE-235,13350,15931,what is two times two,qa_maths,audio-1497871918.flac
2677,13347,FE-235,13350,15931,what is two times two,qa_maths,audio-1497871839.flac
2723,63457,FE-248,9925,11774,how much time do i have to boil an egg,cooking_recipe,audio-1498564199.flac
2757,45639,FE-248,5659,6542,play for me hip hop music,play_music,audio-1498565736.flac
2774,53347,FE-248,7512,8783,do i have a meeting today,calendar_query,audio-1498565759.flac
2797,53345,FE-248,7512,8783,do i have a meeting today,calendar_query,audio-1498563784.flac
2811,4974,FE-248,11241,13404,tell me what's on my holiday list,lists_query,audio-1498566165.flac
2814,4972,FE-248,11241,13404,tell me what's on my holiday list,lists_query,audio-1498564628.flac
2843,31825,FE-248,2459,2717,could you tell me funny things,general_joke,audio-1498566391.flac
2845,31823,FE-248,2459,2717,could you tell me funny things,general_joke,audio-1498566333.flac
2849,45637,FE-248,5659,6542,play for me hip hop music,play_music,audio-1498564985.flac
2881,14779,FE-248,13740,16447,whats the currency exchange rate for china,qa_currency,audio-1498565823.flac
2927,14781,FE-248,13740,16447,whats the currency exchange rate for china,qa_currency,audio-1498566765.flac
2994,9479,FE-248,123,108,tell me a joke,joke,audio-1498564204.flac
2997,39649,FE-248,4209,4692,should i take an umbrella with me tonight,weather_query,audio-1498565162.flac
2998,9481,FE-248,123,108,tell me a joke,joke,audio-1498566089.flac
3020,39651,FE-248,4209,4692,should i take an umbrella with me tonight,weather_query,audio-1498566792.flac
3079,63459,FE-248,9925,11774,how much time do i have to boil an egg,cooking_recipe,audio-1498565077.flac
3226,3090,FE-248,10712,12746,create a new list,lists_createoradd,audio-1498563641.flac
3232,3092,FE-248,10712,12746,create a new list,lists_createoradd,audio-1498564246.flac
3263,22694,FE-248,158,140,lower the lights,iot_hue_lightdim,audio-1498564196.flac
3271,22696,FE-248,158,140,lower the lights,iot_hue_lightdim,audio-1498566182.flac
3312,23575,FE-249,16003,19385,open email,email_query,audio-1498570485.flac
3330,21407,FE-249,15560,18858,post to facebook i'm hungry,social_post,audio-1498567843.flac
3370,15599,FE-249,13971,16759,describe,qa_definition,audio-1498568727.flac
3406,33017,FE-249,2712,3008,i do not like these colours in the house,iot_hue_lightchange,audio-1498569290.flac
3409,33018,FE-249,2712,3008,i do not like these colours in the house,iot_hue_lightchange,audio-1498578808.flac
3478,51529,FE-249,7093,8305,clear my calendar,calendar_remove,audio-1498569930.flac
3537,23590,FE-249,16005,19392,send email to joeseph at gmail dot com,email_sendemail,audio-1498577568.flac
3560,23589,FE-249,16005,19392,send email to joeseph at gmail dot com,email_sendemail,audio-1498569735.flac
3578,59942,FE-249,9243,10980,play the top forty station with rocket and theresa,play_radio,audio-1498578579.flac
3581,36208,FE-249,3406,3739,what is the ten day forecast,weather_query,audio-1498577280.flac
3598,36207,FE-249,3406,3739,what is the ten day forecast,weather_query,audio-1498570765.flac
3599,59941,FE-249,9243,10980,play the top forty station with rocket and theresa,play_radio,audio-1498569359.flac
3696,12507,FE-249,13111,15638,director who direct an act,qa_definition,audio-1498567404.flac
3712,12508,FE-249,13111,15638,director who direct an act,qa_definition,audio-1498576390.flac
3727,23576,FE-249,16003,19385,open email,email_query,audio-1498578767.flac
3740,27711,FE-249,1708,1851,change the speaker volume to sixty five percent,audio_volume_up,audio-1498570190.flac
3744,27712,FE-249,1708,1851,change the speaker volume to sixty five percent,audio_volume_up,audio-1498576769.flac
3748,15600,FE-249,13971,16759,describe,qa_definition,audio-1498577842.flac
3780,39027,FE-249,408,397,what alarms do i have set,alarm_query,audio-1498577598.flac
3781,39026,FE-249,408,397,what alarms do i have set,alarm_query,audio-1498569071.flac
3788,51975,FE-249,7200,8424,clear my calendar,remove,audio-1498569057.flac
3814,49015,FE-249,6588,7678,current news,news_query,audio-1498568957.flac
3855,48198,FE-249,6350,7380,hi what's going on,general_quirky,audio-1498569531.flac
3939,28365,FE-249,1778,1933,please dim the lights,iot_hue_lightdim,audio-1498567832.flac
3955,28368,FE-249,1778,1933,please dim the lights,iot_hue_lightdim,audio-1498578989.flac
4013,34558,FE-249,3050,3357,change my light color to blue and please turn off the kitchen light,iot_hue_lightchange,audio-1498567807.flac
4030,34560,FE-249,3050,3357,change my light color to blue and please turn off the kitchen light,iot_hue_lightchange,audio-1498568997.flac
4078,29699,FE-249,1985,2187,please change the volume to mute,audio_volume_mute,audio-1498576860.flac
4079,29698,FE-249,1985,2187,please change the volume to mute,audio_volume_mute,audio-1498571058.flac
4139,9483,FE-249,123,108,tell me a joke,joke,audio-1498567278.flac
4140,9484,FE-249,123,108,tell me a joke,joke,audio-1498577365.flac
4248,47589,FE-249,6165,7188,should i wear sunblock today,weather_query,audio-1498568359.flac
4251,47590,FE-249,6165,7188,should i wear sunblock today,weather_query,audio-1498575853.flac
24607,5580,FO-122,11327,13508,play most recent podcast upload,play_podcasts,audio-1502302173.flac
24624,5578,FO-122,11327,13508,play most recent podcast upload,play_podcasts,audio-1502301923.flac
24685,55778,FO-122,813,854,play lady gaga starting with poker face,play_music,audio-1488970248.flac
24686,55777,FO-122,813,854,play lady gaga starting with poker face,play_music,audio-1488970139.flac
24687,55776,FO-122,813,854,play lady gaga starting with poker face,play_music,audio-1488969383.flac
24735,17078,FO-122,14369,17298,is it male or female,general_quirky,audio-1502302418.flac
24738,17080,FO-122,14369,17298,is it male or female,general_quirky,audio-1502302614.flac
25529,11871,FO-129,12942,15428,explain it to me,general_quirky,audio-1488991610.flac
25531,11870,FO-129,12942,15428,explain it to me,general_quirky,audio-1488990784.flac
25535,11869,FO-129,12942,15428,explain it to me,general_quirky,audio-1488990342.flac
25812,43870,FO-133,520,523,what time is it right now,datetime_query,audio-1489155264.flac
25813,43869,FO-133,520,523,what time is it right now,datetime_query,audio-1489153507.flac
25815,43868,FO-133,520,523,what time is it right now,datetime_query,audio-1489152785.flac
26056,31085,FO-150,2280,2525,play recently added music,play_music,audio-1490371612.flac
26086,17780,FO-150,1455,1567,weather,query,audio-1490369333.flac
26089,17782,FO-150,1455,1567,weather,query,audio-1490369525.flac
26124,31083,FO-150,2280,2525,play recently added music,play_music,audio-1490371161.flac
26371,5006,FO-150,11249,13416,join this,lists_createoradd,audio-1490372067.flac
26372,5005,FO-150,11249,13416,join this,lists_createoradd,audio-1490369979.flac
26400,719,FO-150,10189,12102,show chicken tikka recipe,cooking_recipe,audio-1490369747.flac
26402,721,FO-150,10189,12102,show chicken tikka recipe,cooking_recipe,audio-1490370448.flac
26421,23089,FO-150,15908,19275,send a reply email thank you very much to john at gmail dot com,email_sendemail,audio-1490371140.flac
26455,29959,FO-150,2034,2247,where is my food,takeaway_query,audio-1490369400.flac
26458,29957,FO-150,2034,2247,where is my food,takeaway_query,audio-1490369138.flac
26779,13140,FO-152,13282,15851,tell me everything about albert einstein,qa_factoid,audio-1490802208.flac
26789,13138,FO-152,13282,15851,tell me everything about albert einstein,qa_factoid,audio-1490801487.flac
26895,9196,FO-152,12241,14554,please go to amtrak dot com to purchase tickets,transport_ticket,audio-1490802068.flac
26911,9198,FO-152,12241,14554,please go to amtrak dot com to purchase tickets,transport_ticket,audio-1490802394.flac
27000,38921,FO-152,4067,4525,do you know what day it is,datetime_query,audio-1490801404.flac
27054,25112,FO-152,164,144,i need a coffee,iot_coffee,audio-1490802308.flac
27113,25110,FO-152,164,144,i need a coffee,iot_coffee,audio-1490799787.flac
27131,48271,FO-158,6376,7409,what is a good iranian film from two thousand and sixteen,recommendation_movies,audio-1490961269.flac
27132,48269,FO-158,6376,7409,what is a good iranian film from two thousand and sixteen,recommendation_movies,audio-1490961252.flac
27348,46805,FO-171,5952,6926,say a good joke for me right now,general_joke,audio-1497024991.flac
27407,45434,FO-171,5603,6463,play mp playlist from start,play_music,audio-1497025212.flac
27426,46807,FO-171,5952,6926,say a good joke for me right now,general_joke,audio-1497025499.flac
27432,45432,FO-171,5603,6463,play mp playlist from start,play_music,audio-1497024518.flac
27499,56410,FO-179,8295,9704,delete any and all events,calendar_remove,audio-1497268567.flac
27505,56412,FO-179,8295,9704,delete any and all events,calendar_remove,audio-1497268782.flac
27528,20790,FO-179,1539,1665,what time can i pick up my food,takeaway_query,audio-1497268234.flac
27573,24347,FO-179,162,143,make me a coffee,iot_coffee,audio-1497267127.flac
27590,43878,FO-179,520,523,what time is it right now,datetime_query,audio-1497266916.flac
27620,20788,FO-179,1539,1665,what time can i pick up my food,takeaway_query,audio-1497267065.flac
27624,43880,FO-179,520,523,what time is it right now,datetime_query,audio-1497268040.flac
27875,12227,FO-180,13023,15538,show me recipes,cooking_recipe,audio-1497272168.flac
27882,12225,FO-180,13023,15538,show me recipes,cooking_recipe,audio-1497270290.flac
28033,43218,FO-219,5019,5696,play my recently downloaded songs,play_music,audio-1434532730.flac
28038,43216,FO-219,5019,5696,play my recently downloaded songs,play_music,audio-1434532614.flac
28106,51086,FO-219,6996,8185,delete next event,remove,audio-1434533723.flac
28185,41814,FO-219,47,36,what's the time in australia,datetime_query,audio-1434533190.flac
28208,40996,FO-219,4508,5051,play my most played playlist,play_music,audio-1434532893.flac
28271,14209,FO-219,136,119,what's playing,music_query,audio-1434533639.flac
28368,36001,FO-219,3358,3688,keep track of the standing rock protest,news_query,audio-1434533274.flac
28385,24996,FO-219,16369,19829,any new emails from derek,email_query,audio-1434532460.flac
28743,52424,FO-229,730,763,turn the lights off,iot_hue_lightoff,audio-1497557726.flac
28749,52426,FO-229,730,763,turn the lights off,iot_hue_lightoff,audio-1497558074.flac
29010,59139,FO-231,903,950,find new music from jars of clay for me,play_music,audio-1497621910.flac
29012,59137,FO-231,903,950,find new music from jars of clay for me,play_music,audio-1497620339.flac
29089,50013,FO-231,6776,7935,where is it,general_quirky,audio-1497621644.flac
29091,50015,FO-231,6776,7935,where is it,general_quirky,audio-1497622589.flac
29284,25015,FO-232,16377,19839,send mom an email now,email_sendemail,audio-1497863317.flac
29323,25013,FO-232,16377,19839,send mom an email now,email_sendemail,audio-1497860828.flac
29436,16098,FO-232,141,124,play my favourite playlist,play_music,audio-1497861259.flac
29460,40350,FO-232,4369,4877,connect to lights,iot_hue_lightup,audio-1497862803.flac
29552,16100,FO-232,141,124,play my favourite playlist,play_music,audio-1497862586.flac
29617,60072,FO-232,927,976,who sings this song,music_query,audio-1497861272.flac
29619,60070,FO-232,927,976,who sings this song,music_query,audio-1497861238.flac
29630,24262,FO-232,16180,19605,send a mail to mike tell him we will meet today seven pm for dinner at coffee house,email_sendemail,audio-1497861834.flac
29638,24260,FO-232,16180,19605,send a mail to mike tell him we will meet today seven pm for dinner at coffee house,email_sendemail,audio-1497861557.flac
29648,30935,FO-232,225,201,lights off,iot_hue_lightoff,audio-1497862939.flac
29666,30933,FO-232,225,201,lights off,iot_hue_lightoff,audio-1497861629.flac
29675,40348,FO-232,4369,4877,connect to lights,iot_hue_lightup,audio-1497861046.flac
29729,36018,FO-233,3361,3691,what is the date for next tuesday,datetime_query,audio-1497867008.flac
29733,36016,FO-233,3361,3691,what is the date for next tuesday,datetime_query,audio-1497865357.flac
29763,42189,FO-233,4784,5393,do i need a jacket,weather_query,audio-1497864099.flac
29765,42191,FO-233,4784,5393,do i need a jacket,weather_query,audio-1497866892.flac
29806,18915,FO-233,149,131,this song was very good,music_likeness,audio-1497864772.flac
29808,18917,FO-233,149,131,this song was very good,music_likeness,audio-1497864778.flac
29859,10892,FO-233,12666,15062,what is traffic like right now,transport_traffic,audio-1497866373.flac
29861,10890,FO-233,12666,15062,what is traffic like right now,transport_traffic,audio-1497864857.flac
29863,57538,FO-233,8571,10045,please block off friday at eight am on my calendar,calendar_set,audio-1497867035.flac
29865,57536,FO-233,8571,10045,please block off friday at eight am on my calendar,calendar_set,audio-1497867013.flac
29873,62798,FO-233,9837,11683,music three,play_audiobook,audio-1497865498.flac
29881,62796,FO-233,9837,11683,music three,play_audiobook,audio-1497864460.flac
29906,10504,FO-233,12561,14931,book a train ticket for friday april fourteenth for boston,transport_ticket,audio-1497865177.flac
29912,10502,FO-233,12561,14931,book a train ticket for friday april fourteenth for boston,transport_ticket,audio-1497864368.flac
29964,17230,FO-233,14411,17359,is euro the best currency to trade,qa_currency,audio-1497864578.flac
29975,50122,FO-233,6784,7943,do i have any reminders,calendar_query,audio-1497864887.flac
30057,50124,FO-233,6784,7943,do i have any reminders,calendar_query,audio-1497866283.flac
30142,23253,FO-234,15949,19324,reply to the email from john,email_sendemail,audio-1497886453.flac
30151,36351,FO-234,3436,3776,change alarm setting,alarm_set,audio-1497887120.flac
30163,391,FO-234,10080,11955,let's cook meatballs together,cooking_recipe,audio-1498485027.flac
30165,389,FO-234,10080,11955,let's cook meatballs together,cooking_recipe,audio-1497868186.flac
30168,43121,FO-234,5,4,stop,audio_volume_mute,audio-1498485458.flac
30173,43119,FO-234,5,4,stop,audio_volume_mute,audio-1497886574.flac
30179,23255,FO-234,15949,19324,reply to the email from john,email_sendemail,audio-1498483984.flac
30181,36349,FO-234,3436,3776,change alarm setting,alarm_set,audio-1497881610.flac
30189,43228,FO-234,502,503,silence please,audio_volume_mute,audio-1498484778.flac
30201,12907,FO-234,13217,15763,how long is the nile river,qa_factoid,audio-1497885705.flac
30204,12828,FO-234,13197,15741,i wish it could give me advice,general_quirky,audio-1497886508.flac
30207,12909,FO-234,13217,15763,how long is the nile river,qa_factoid,audio-1498486074.flac
30222,35011,FO-234,314,287,set lights to full power,iot_hue_lightup,audio-1497883720.flac
30225,43230,FO-234,502,503,silence please,audio_volume_mute,audio-1498485739.flac
30228,35009,FO-234,314,287,set lights to full power,iot_hue_lightup,audio-1497883114.flac
30239,10315,FO-234,12516,14883,what is the fastest route to town,transport_traffic,audio-1497881154.flac
30255,10317,FO-234,12516,14883,what is the fastest route to town,transport_traffic,audio-1497881749.flac
30263,12826,FO-234,13197,15741,i wish it could give me advice,general_quirky,audio-1497885924.flac
30268,35007,FO-234,314,287,set lights to full power,iot_hue_lightup,audio-1497867481.flac
30276,10319,FO-234,12516,14883,what is the fastest route to town,transport_traffic,audio-1498482906.flac
30286,26061,FO-234,16624,20125,i need an email to be sent to comcast dot com about my service issues,email_sendemail,audio-1497868371.flac
30292,26063,FO-234,16624,20125,i need an email to be sent to comcast dot com about my service issues,email_sendemail,audio-1497886019.flac
30295,26065,FO-234,16624,20125,i need an email to be sent to comcast dot com about my service issues,email_sendemail,audio-1498485352.flac
30296,63557,FO-234,9960,11812,how do i steam rice,cooking_recipe,audio-1497881193.flac
30310,63555,FO-234,9960,11812,how do i steam rice,cooking_recipe,audio-1497880518.flac
30341,9699,FO-234,12347,14683,in jodhpur traffic level is very low,transport_traffic,audio-1497884459.flac
30342,23,FO-234,0,0,wake me up at five am this week,alarm_set,audio-1497884648.flac
30344,9697,FO-234,12347,14683,in jodhpur traffic level is very low,transport_traffic,audio-1497867621.flac
30357,21,FO-234,0,0,wake me up at five am this week,alarm_set,audio-1497884011.flac
30373,36598,FO-234,3490,3838,play songs by the beatles please,play_music,audio-1497867497.flac
30379,36600,FO-234,3490,3838,play songs by the beatles please,play_music,audio-1497887779.flac
30587,11266,FO-234,12771,15206,find a train going from prague to brno,transport_query,audio-1497881250.flac
30603,11268,FO-234,12771,15206,find a train going from prague to brno,transport_query,audio-1497887414.flac
30607,43864,FO-234,5199,5912,add my opinion to this song great,music_likeness,audio-1497884617.flac
30610,43862,FO-234,5199,5912,add my opinion to this song great,music_likeness,audio-1497884370.flac
30613,54825,FO-234,7876,9214,what's been happening for the last two months,news_query,audio-1497883086.flac
30615,54827,FO-234,7876,9214,what's been happening for the last two months,news_query,audio-1497884004.flac
30635,44328,FO-234,5308,6058,turn up your volume,audio_volume_up,audio-1498483901.flac
30637,54492,FO-234,7805,9133,please set a monthly reminder for paying rent,calendar_set,audio-1497886056.flac
30642,54490,FO-234,7805,9133,please set a monthly reminder for paying rent,calendar_set,audio-1497882274.flac
30643,24354,FO-234,162,143,make me a coffee,iot_coffee,audio-1497883169.flac
30645,24352,FO-234,162,143,make me a coffee,iot_coffee,audio-1497879843.flac
30648,883,FO-234,10228,12147,how do i prepare all my food for cooking,cooking_recipe,audio-1497886477.flac
30671,881,FO-234,10228,12147,how do i prepare all my food for cooking,cooking_recipe,audio-1497870168.flac
30678,44208,FO-234,5277,6022,please increase volume in music player,audio_volume_up,audio-1498483808.flac
30691,44206,FO-234,5277,6022,please increase volume in music player,audio_volume_up,audio-1498483338.flac
30715,44326,FO-234,5308,6058,turn up your volume,audio_volume_up,audio-1498483476.flac
30722,34409,FO-234,3012,3321,please tell me the weather,weather_query,audio-1497870082.flac
30734,34413,FO-234,3012,3321,please tell me the weather,weather_query,audio-1498483110.flac
30751,34411,FO-234,3012,3321,please tell me the weather,weather_query,audio-1497882187.flac
30774,44825,FO-234,5446,6243,i want to hear at song,play_music,audio-1497869222.flac
30792,55159,FO-234,796,836,confirm my alarm settings,alarm_query,audio-1497869207.flac
30796,55161,FO-234,796,836,confirm my alarm settings,alarm_query,audio-1497884222.flac
30797,62750,FO-234,9829,11671,audio,play_audiobook,audio-1498484964.flac
30802,62748,FO-234,9829,11671,audio,play_audiobook,audio-1498483673.flac
30846,44869,FO-234,546,553,play the playlist,play_music,audio-1497884842.flac
30856,44827,FO-234,5446,6243,i want to hear at song,play_music,audio-1497884374.flac
30859,44834,FO-234,545,553,play the playlist,play_music,audio-1497885709.flac
30888,55022,FO-234,7929,9280,add event book club debbie's house wednesday night,calendar_set,audio-1497870030.flac
30896,55024,FO-234,7929,9280,add event book club debbie's house wednesday night,calendar_set,audio-1497886762.flac
30901,23921,FO-234,16097,19496,has amy sent me any new emails,email_query,audio-1497867796.flac
30903,23919,FO-234,16096,19496,has amy sent me any new emails,email_query,audio-1497880250.flac
30913,11179,FO-234,12752,15179,please purchase a amtrak ticket from las vegas nevada to lakeland florida leaving on the first of april,transport_ticket,audio-1497883976.flac
30917,11177,FO-234,12752,15179,please purchase a amtrak ticket from las vegas nevada to lakeland florida leaving on the first of april,transport_ticket,audio-1497869476.flac
31000,29662,FO-234,1980,2179,play my favorite music,play_music,audio-1498483678.flac
31002,29660,FO-234,1980,2179,play my favorite music,play_music,audio-1497887481.flac
31004,29658,FO-234,1980,2179,play my favorite music,play_music,audio-1497879481.flac
31021,39935,FO-234,4271,4759,prepare coffee now,iot_coffee,audio-1497887484.flac
31022,29748,FO-234,1996,2200,can you open beatles,play_music,audio-1497886739.flac
31038,39933,FO-234,4271,4759,prepare coffee now,iot_coffee,audio-1497870150.flac
31051,29513,FO-234,196,174,tell me the time,datetime_query,audio-1497880736.flac
31053,29511,FO-234,196,174,tell me the time,datetime_query,audio-1497880419.flac
31064,59068,FO-234,9009,10666,remove anniversary event from my calendar,calendar_remove,audio-1497887569.flac
31067,59066,FO-234,9009,10666,remove anniversary event from my calendar,calendar_remove,audio-1497881889.flac
31082,5438,FO-234,11299,13473,go to the next episode,play_podcasts,audio-1497887449.flac
31100,5436,FO-234,11299,13473,go to the next episode,play_podcasts,audio-1497885815.flac
31135,59208,FO-234,9053,10731,set a meeting event reminder with mona on tuesday,calendar_set,audio-1498484329.flac
31137,59206,FO-234,9053,10731,set a meeting event reminder with mona on tuesday,calendar_set,audio-1497882495.flac
31145,59330,FO-234,909,958,what time is it in new york,datetime_query,audio-1497886331.flac
31147,59328,FO-234,909,958,what time is it in new york,datetime_query,audio-1497879649.flac
31158,5631,FO-234,11340,13521,does allearsnet have a new podcast,play_podcasts,audio-1497869077.flac
31160,5633,FO-234,11340,13521,does allearsnet have a new podcast,play_podcasts,audio-1497882358.flac
31171,40495,FO-234,4394,4910,get me a turkey jimmy johns sub and set it to be delivered at five pm tonight,takeaway_order,audio-1497868154.flac
31172,29109,FO-234,190,168,turn on the plug,iot_wemo_on,audio-1497867412.flac
31175,40497,FO-234,4394,4910,get me a turkey jimmy johns sub and set it to be delivered at five pm tonight,takeaway_order,audio-1497882891.flac
31183,29111,FO-234,190,168,turn on the plug,iot_wemo_on,audio-1498486189.flac
31185,40413,FO-234,438,431,is it going to rain today,weather_query,audio-1497869764.flac
31188,40415,FO-234,438,431,is it going to rain today,weather_query,audio-1497880657.flac
31190,40417,FO-234,438,431,is it going to rain today,weather_query,audio-1497882473.flac
31241,6595,FO-234,11575,13825,tell me interesting events around,recommendation_events,audio-1497869008.flac
31243,6597,FO-234,11575,13825,tell me interesting events around,recommendation_events,audio-1498485099.flac
31255,6125,FO-234,11456,13664,skip forward,podcasts,audio-1497881186.flac
31258,58878,FO-234,8956,10580,i want five hours freed up for jenn's birthday this saturday,calendar_set,audio-1497882598.flac
31261,58876,FO-234,8956,10580,i want five hours freed up for jenn's birthday this saturday,calendar_set,audio-1497881220.flac
31264,58880,FO-234,8956,10580,i want five hours freed up for jenn's birthday this saturday,calendar_set,audio-1497886558.flac
31266,6123,FO-234,11456,13664,skip forward,podcasts,audio-1497869853.flac
31280,29417,FO-234,195,173,what is the time,datetime_query,audio-1497884744.flac
31282,29415,FO-234,195,173,what is the time,datetime_query,audio-1497882938.flac
31286,58874,FO-234,8956,10580,i want five hours freed up for jenn's birthday this saturday,calendar_set,audio-1497870094.flac
31296,6319,FO-234,11515,13747,lets hear the united states of anxiety podcast,play_podcasts,audio-1498483626.flac
31298,6321,FO-234,11515,13747,lets hear the united states of anxiety podcast,play_podcasts,audio-1498484378.flac
31303,40380,FO-234,4375,4886,review all alarms,alarm_query,audio-1497880521.flac
31305,40382,FO-234,4375,4886,review all alarms,alarm_query,audio-1497884384.flac
31336,4289,FO-234,11040,13132,list remove,lists_remove,audio-1497884143.flac
31338,4287,FO-234,11040,13132,list remove,lists_remove,audio-1497881823.flac
31342,30939,FO-234,225,201,lights off,iot_hue_lightoff,audio-1497881846.flac
31344,30937,FO-234,225,201,lights off,iot_hue_lightoff,audio-1497868672.flac
31425,60629,FO-234,9394,11149,hey siri play the radio,play_radio,audio-1497885854.flac
31427,60627,FO-234,9394,11149,hey siri play the radio,play_radio,audio-1497880328.flac
31455,4079,FO-234,10989,13072,cut red peppers from groceries,lists_remove,audio-1497883047.flac
31474,31165,FO-234,2300,2544,which day is friday the thirteenth this year,datetime_query,audio-1497870207.flac
31490,31167,FO-234,2300,2544,which day is friday the thirteenth this year,datetime_query,audio-1497883772.flac
31496,4956,FO-234,11239,13402,can you please create a list for me,lists_createoradd,audio-1498485263.flac
31509,59793,FO-234,9206,10936,turn on the radio,play_radio,audio-1497885844.flac
31511,59791,FO-234,9206,10936,turn on the radio,play_radio,audio-1497884628.flac
31513,4954,FO-234,11239,13402,can you please create a list for me,lists_createoradd,audio-1497886998.flac
31538,5174,FO-234,11262,13429,next one,podcasts,audio-1497883357.flac
31541,5176,FO-234,11262,13429,next one,podcasts,audio-1497885682.flac
